Start,End,Condition,Num,Status
7.659,9.21659999999404,0,4,bystander,tamura
9.21659999999404,11.13140000000596,0,4,speaker,tamura
11.13140000000596,29.92919999998808,0,4,sideparticipant,tamura
29.92919999998808,31.65729999998212,0,4,speaker,tamura
31.65729999998212,53.22479999998212,0,4,sideparticipant,tamura
53.22479999998212,56.70019999998808,0,4,speaker,tamura
56.70019999998808,58.06629999998212,0,4,sideparticipant,tamura
58.06629999998212,60.766599999994035,0,4,speaker,tamura
60.766599999994035,66.22779999998212,0,4,sideparticipant,tamura
66.22779999998212,67.77079999998212,0,4,speaker,tamura
67.77079999998212,98.22569999998808,0,4,sideparticipant,tamura
98.22569999998808,101.30240000000596,0,4,speaker,tamura
101.30240000000596,110.73809999999405,0,4,sideparticipant,tamura
110.73809999999405,112.57000000000001,0,4,speaker,tamura
112.57000000000001,131.2105,0,4,sideparticipant,tamura
131.2105,134.51479999998213,0,4,speaker,tamura
134.51479999998213,135.80379999998212,0,4,sideparticipant,tamura
135.80379999998212,139.03969999998807,0,4,speaker,tamura
139.03969999998807,146.99909999999403,0,4,sideparticipant,tamura
146.99909999999403,147.95319999998807,0,4,speaker,tamura
147.95319999998807,176.54619999998806,0,4,sideparticipant,tamura
176.54619999998806,195.40690000000595,0,4,bystander,tamura
195.40690000000595,267.4425,0,4,sideparticipant,tamura
267.4425,279.64540000000596,0,4,bystander,tamura
279.64540000000596,284.3477999999821,0,4,speaker,tamura
284.3477999999821,292.462,0,4,sideparticipant,tamura
292.462,293.90059999999403,0,4,speaker,tamura
293.90059999999403,325.51840000000595,0,4,sideparticipant,tamura
325.51840000000595,329.82979999998213,0,4,speaker,tamura
329.82979999998213,348.5137999999821,0,4,sideparticipant,tamura
348.5137999999821,349.8782999999821,0,4,speaker,tamura
349.8782999999821,392.84869999998807,0,4,sideparticipant,tamura
392.84869999998807,394.9812999999821,0,4,speaker,tamura
394.9812999999821,395.9997999999821,0,4,sideparticipant,tamura
395.9997999999821,399.711599999994,0,4,speaker,tamura
399.711599999994,404.005,0,4,sideparticipant,tamura
404.005,405.62490000000594,0,4,speaker,tamura
405.62490000000594,444.1982999999821,0,4,sideparticipant,tamura
