Start,End,Condition,Num,Count,LeftHand,RightHand,Mouth,Nod,GazeSpeeker
2.02,13.513899999976157,1,3,88.5,false,false,false,false,false
13.513899999976157,22.098899999976158,1,3,88,false,false,false,false,true
22.098899999976158,46.21189999997616,1,3,84,false,false,false,false,false
46.21189999997616,47.898,1,3,83.5,false,false,false,false,true
47.898,58.180600000023844,1,3,82.5,false,false,false,false,false
58.180600000023844,74.98780000007152,1,3,85,false,false,true,false,false
74.98780000007152,83.07610000002384,1,3,86,false,false,false,false,false
83.07610000002384,94.48939999997616,1,3,104,false,false,true,false,false
94.48939999997616,98.09049999999999,1,3,100,false,false,true,true,false
98.09049999999999,124.24689999997615,1,3,111,false,false,false,false,false
124.24689999997615,126.9645,1,3,100,false,false,false,true,false
126.9645,148.12389999997617,1,3,94.5,false,false,false,false,false
148.12389999997617,151.7242000000477,1,3,94,false,false,false,false,true
151.7242000000477,153.53900000000002,1,3,94,false,false,false,false,false
153.53900000000002,155.33289999997618,1,3,93.5,false,false,false,false,true
155.33289999997618,160.991,1,3,94,false,false,false,false,false
160.991,165.65330000007154,1,3,93.5,false,false,true,false,false
165.65330000007154,200.03820000004768,1,3,104,false,false,false,false,false
200.03820000004768,207.75730000007152,1,3,100,false,false,false,true,false
207.75730000007152,247.62510000002385,1,3,109.5,false,false,false,false,false
247.62510000002385,249.15080000007154,1,3,100,false,false,false,true,false
249.15080000007154,257.87239999997615,1,3,100,false,false,false,false,false
257.87239999997615,260.88349999999997,1,3,114.5,false,false,true,false,false
260.88349999999997,264.52960000002383,1,3,100,false,false,false,true,false
264.52960000002383,317.3015,1,3,91.5,false,false,false,false,false
317.3015,319.7778000000715,1,3,91,false,false,false,false,true
319.7778000000715,328.74470000004766,1,3,88.5,false,false,false,false,false
328.74470000004766,328.74949999999995,1,3,88,false,false,false,false,true
328.74949999999995,364.6017000000477,1,3,94.5,false,false,false,false,false
364.6017000000477,366.277,1,3,94,false,false,false,true,false
366.277,372.7235,1,3,107.5,false,false,false,false,false
372.7235,374.37239999997615,1,3,100,false,false,false,true,false
374.37239999997615,396.46339999997616,1,3,94,false,false,false,false,false
396.46339999997616,399.2063000000715,1,3,95,false,false,false,false,true
399.2063000000715,404.5638999999761,1,3,95.5,false,false,true,false,false
404.5638999999761,432.98089999997615,1,3,92,false,false,false,false,false
