Start,End,Condition,Num,Id
2.02,160.98989999997616,1,3,0,yokoyama
160.98989999997616,165.6532000000477,1,3,5,yokoyama
165.6532000000477,246.0937000000477,1,3,0,yokoyama
246.0937000000477,247.62510000002385,1,3,5,yokoyama
247.62510000002385,255.1885,1,3,0,yokoyama
255.1885,257.87239999997615,1,3,1,yokoyama
257.87239999997615,331.29820000004764,1,3,0,yokoyama
331.29820000004764,332.8018999999761,1,3,5,yokoyama
332.8018999999761,385.8573000000715,1,3,0,yokoyama
385.8573000000715,387.5965,1,3,1,yokoyama
