Start,End,Condition,Num,Id
6.76,11.15870000000298,1,4,0,tsunoda
11.15870000000298,13.20829999999702,1,4,1,tsunoda
13.20829999999702,16.26029999999702,1,4,0,tsunoda
16.26029999999702,16.86929999999702,1,4,1,tsunoda
16.86929999999702,17.12379999999702,1,4,0,tsunoda
17.12379999999702,17.92720000000298,1,4,1,tsunoda
17.92720000000298,18.49870000000298,1,4,0,tsunoda
18.49870000000298,18.648700000002982,1,4,1,tsunoda
18.648700000002982,18.810900000005958,1,4,0,tsunoda
18.810900000005958,18.936900000005963,1,4,1,tsunoda
18.936900000005963,19.03679999999702,1,4,0,tsunoda
19.03679999999702,19.72770000000298,1,4,1,tsunoda
19.72770000000298,21.71779999999702,1,4,0,tsunoda
21.71779999999702,21.93320000000298,1,4,5,tsunoda
21.93320000000298,22.241900000005963,1,4,0,tsunoda
22.241900000005963,22.38529999999702,1,4,5,tsunoda
22.38529999999702,22.539200000002978,1,4,0,tsunoda
22.539200000002978,25.32070000000298,1,4,5,tsunoda
25.32070000000298,26.24890000000596,1,4,0,tsunoda
26.24890000000596,26.62470000000298,1,4,1,tsunoda
26.62470000000298,26.75,1,4,0,tsunoda
26.75,27.133799999997017,1,4,1,tsunoda
27.133799999997017,27.521500000000003,1,4,0,tsunoda
27.521500000000003,27.65079999999702,1,4,1,tsunoda
27.65079999999702,54.25220000000298,1,4,0,tsunoda
54.25220000000298,54.510999999999996,1,4,5,tsunoda
54.510999999999996,60.40370000000298,1,4,0,tsunoda
60.40370000000298,62.530799999997015,1,4,1,tsunoda
62.530799999997015,66.78859999999405,1,4,0,tsunoda
66.78859999999405,67.10609999999404,1,4,5,tsunoda
67.10609999999404,68.02259999999404,1,4,0,tsunoda
68.02259999999404,68.2745,1,4,5,tsunoda
68.2745,68.77620000000299,1,4,0,tsunoda
68.77620000000299,69.00479999999702,1,4,5,tsunoda
69.00479999999702,220.68170000000296,1,4,0,tsunoda
220.68170000000296,220.8425,1,4,1,tsunoda
220.8425,385.7889000000059,1,4,0,tsunoda
385.7889000000059,386.86199999999997,1,4,5,tsunoda
386.86199999999997,450.83970000000295,1,4,0,tsunoda
450.83970000000295,451.5645,1,4,1,tsunoda
451.5645,452.134200000003,1,4,0,tsunoda
452.134200000003,453.321200000003,1,4,1,tsunoda
453.321200000003,453.537799999997,1,4,0,tsunoda
453.537799999997,453.80609999999405,1,4,1,tsunoda
