"Start","End","Condition","Num","Count","LeftHand","RightHand","Mouth","Nod","GazeSpeeker"
"0","6.206600000023842","2","2","28.5","false","false","false","false","false"
"6.206600000023842","6.441600000023842","2","2","28","false","false","false","false","true"
"6.441600000023842","8.244899999976159","2","2","24.5","false","false","false","false","false"
"8.244899999976159","9.257899999976159","2","2","24","false","false","false","false","true"
"9.257899999976159","12.320399999976159","2","2","19.5","false","false","false","false","false"
"12.320399999976159","15.0555","2","2","100","false","false","true","false","false"
"15.0555","17.050399999976158","2","2","97","false","false","false","false","false"
"17.050399999976158","17.69669999998808","2","2","98.5","false","false","true","false","false"
"17.69669999998808","17.70180000001192","2","2","99.5","false","false","false","false","false"
"17.70180000001192","19.58030000001192","2","2","100","false","false","true","false","false"
"19.58030000001192","19.77580000001192","2","2","101.5","false","false","false","false","false"
"19.77580000001192","37.90660000002384","2","2","101","false","false","true","false","false"
"37.90660000002384","38.17360000002384","2","2","101","false","false","false","false","false"
"38.17360000002384","39.40080000001192","2","2","100.5","false","false","false","false","true"
"39.40080000001192","48.70960000002384","2","2","84","false","false","false","false","false"
"48.70960000002384","49.57189999997616","2","2","87.5","false","false","true","false","false"
"49.57189999997616","50.942600000023845","2","2","88.5","false","false","false","false","false"
"50.942600000023845","61.87610000002384","2","2","101","false","false","true","false","false"
"61.87610000002384","62.066399999976156","2","2","102","false","false","false","false","false"
"62.066399999976156","63.256899999976156","2","2","103","false","false","true","false","false"
"63.256899999976156","63.87360000002384","2","2","101.5","false","false","true","false","true"
"63.87360000002384","64.49610000002384","2","2","101","false","false","true","false","false"
"64.49610000002384","70.11339999997615","2","2","91.5","false","false","false","false","false"
"70.11339999997615","79.37239999997615","2","2","103","false","false","true","false","false"
"79.37239999997615","79.72910000002385","2","2","100.5","false","false","true","false","true"
"79.72910000002385","80.03180000001193","2","2","101.5","false","false","false","false","true"
"80.03180000001193","85.97289999997616","2","2","101","false","false","true","false","false"
"85.97289999997616","87.13289999997616","2","2","100.5","false","false","false","false","false"
"87.13289999997616","87.73819999998808","2","2","100","false","false","true","false","false"
"87.73819999998808","89.51589999997616","2","2","97","false","false","false","false","false"
"89.51589999997616","90.01089999997616","2","2","98.5","false","false","false","false","true"
"90.01089999997616","91.96489999997615","2","2","101.5","false","false","true","false","true"
"91.96489999997615","93.89530000001191","2","2","100","false","false","true","false","false"
"93.89530000001191","95.53510000002385","2","2","99.5","false","false","false","false","false"
"95.53510000002385","97.31610000002384","2","2","100","false","false","true","false","false"
"97.31610000002384","97.5185","2","2","101.5","false","false","false","false","false"
"97.5185","98.52339999997616","2","2","100","false","false","true","false","false"
"98.52339999997616","108.48710000002384","2","2","83","false","false","false","false","false"
"108.48710000002384","112.67880000001192","2","2","93.5","false","false","true","false","false"
"112.67880000001192","124.27219999998808","2","2","71","false","false","false","false","false"
"124.27219999998808","126.10160000002384","2","2","76.5","false","false","true","false","false"
"126.10160000002384","144.01839999997617","2","2","43","false","false","false","false","false"
"144.01839999997617","150.75269999998807","2","2","101","false","false","true","false","false"
"150.75269999998807","151.32430000001193","2","2","101.5","false","false","false","false","false"
"151.32430000001193","161.7756999999881","2","2","100","false","false","true","false","false"
"161.7756999999881","162.0115","2","2","101.5","false","false","false","false","false"
"162.0115","163.4555","2","2","101","false","false","true","false","false"
"163.4555","166.21280000001192","2","2","97","false","false","false","false","false"
"166.21280000001192","166.6585","2","2","97.5","false","false","true","false","false"
"166.6585","189.10480000001192","2","2","55.5","false","false","false","false","false"
"189.10480000001192","193.6765","2","2","101","false","false","true","false","false"
"193.6765","196.4345","2","2","97","false","false","false","false","false"
"196.4345","197.08489999997616","2","2","96.5","false","false","false","false","true"
"197.08489999997616","199.38589999997615","2","2","93.5","false","false","false","false","false"
"199.38589999997615","199.783","2","2","94","false","false","true","false","false"
"199.783","199.98260000002384","2","2","95","false","false","false","false","false"
"199.98260000002384","200.64960000002384","2","2","100","false","false","true","false","false"
"200.64960000002384","206.448","2","2","90.5","false","false","false","false","false"
"206.448","207.29260000002384","2","2","92","false","false","true","false","false"
"207.29260000002384","208.66380000001192","2","2","90.5","false","false","false","false","false"
"208.66380000001192","208.98239999997617","2","2","90","false","false","true","false","false"
"208.98239999997617","209.48280000001193","2","2","91","false","false","false","false","false"
"209.48280000001193","211.29389999997616","2","2","100.5","false","false","true","false","true"
"211.29389999997616","211.59860000002385","2","2","100","false","false","false","false","true"
"211.59860000002385","237.7491999999881","2","2","51","false","false","false","false","false"
"237.7491999999881","243.9095","2","2","68.5","false","false","true","false","false"
"243.9095","244.4656999999881","2","2","69.5","false","false","false","false","false"
"244.4656999999881","245.49669999998807","2","2","70","false","false","true","false","false"
"245.49669999998807","245.88310000002383","2","2","71","false","false","false","false","false"
"245.88310000002383","246.26160000002383","2","2","70.5","false","false","true","false","false"
"246.26160000002383","247.09280000001192","2","2","101.5","false","false","false","false","false"
"247.09280000001192","249.8645","2","2","106","false","false","true","false","false"
"249.8645","250.20419999998808","2","2","100","true","false","false","false","false"
"250.20419999998808","274.3241999999881","2","2","71.5","false","false","false","false","false"
"274.3241999999881","275.5256000000238","2","2","73","false","false","true","false","false"
"275.5256000000238","276.6721000000238","2","2","73","false","false","false","false","false"
"276.6721000000238","278.8055","2","2","100","false","false","true","false","false"
"278.8055","288.30239999997616","2","2","93.5","false","false","false","false","false"
"288.30239999997616","292.1021000000238","2","2","117.5","false","false","true","false","false"
"292.1021000000238","292.4603999999762","2","2","101.5","false","false","true","true","false"
"292.4603999999762","292.7963000000119","2","2","103","false","false","true","false","false"
