Start,End,Condition,Num,Count,LeftHand,RightHand,Mouth,Nod,GazeSpeeker
-6.67,-0.4633999999761578,2,2,28.5,false,false,false,false,false,nishikawa
-0.4633999999761578,-0.22839999997615834,2,2,28,false,false,false,false,true,nishikawa
-0.22839999997615834,1.574899999976159,2,2,24.5,false,false,false,false,false,nishikawa
1.574899999976159,2.587899999976159,2,2,24,false,false,false,false,true,nishikawa
2.587899999976159,5.650399999976159,2,2,19.5,false,false,false,false,false,nishikawa
5.650399999976159,8.3855,2,2,100,false,false,true,false,false,nishikawa
8.3855,10.380399999976158,2,2,97,false,false,false,false,false,nishikawa
10.380399999976158,11.02669999998808,2,2,98.5,false,false,true,false,false,nishikawa
11.02669999998808,11.031800000011922,2,2,99.5,false,false,false,false,false,nishikawa
11.031800000011922,12.91030000001192,2,2,100,false,false,true,false,false,nishikawa
12.91030000001192,13.10580000001192,2,2,101.5,false,false,false,false,false,nishikawa
13.10580000001192,31.23660000002384,2,2,101,false,false,true,false,false,nishikawa
31.23660000002384,31.503600000023837,2,2,101,false,false,false,false,false,nishikawa
31.503600000023837,32.73080000001192,2,2,100.5,false,false,false,false,true,nishikawa
32.73080000001192,42.03960000002384,2,2,84,false,false,false,false,false,nishikawa
42.03960000002384,42.90189999997616,2,2,87.5,false,false,true,false,false,nishikawa
42.90189999997616,44.27260000002384,2,2,88.5,false,false,false,false,false,nishikawa
44.27260000002384,55.20610000002384,2,2,101,false,false,true,false,false,nishikawa
55.20610000002384,55.396399999976154,2,2,102,false,false,false,false,false,nishikawa
55.396399999976154,56.586899999976154,2,2,103,false,false,true,false,false,nishikawa
56.586899999976154,57.20360000002384,2,2,101.5,false,false,true,false,true,nishikawa
57.20360000002384,57.82610000002384,2,2,101,false,false,true,false,false,nishikawa
57.82610000002384,63.44339999997615,2,2,91.5,false,false,false,false,false,nishikawa
63.44339999997615,72.70239999997615,2,2,103,false,false,true,false,false,nishikawa
72.70239999997615,73.05910000002385,2,2,100.5,false,false,true,false,true,nishikawa
73.05910000002385,73.36180000001193,2,2,101.5,false,false,false,false,true,nishikawa
73.36180000001193,79.30289999997616,2,2,101,false,false,true,false,false,nishikawa
79.30289999997616,80.46289999997616,2,2,100.5,false,false,false,false,false,nishikawa
80.46289999997616,81.06819999998808,2,2,100,false,false,true,false,false,nishikawa
81.06819999998808,82.84589999997615,2,2,97,false,false,false,false,false,nishikawa
82.84589999997615,83.34089999997616,2,2,98.5,false,false,false,false,true,nishikawa
83.34089999997616,85.29489999997615,2,2,101.5,false,false,true,false,true,nishikawa
85.29489999997615,87.22530000001191,2,2,100,false,false,true,false,false,nishikawa
87.22530000001191,88.86510000002384,2,2,99.5,false,false,false,false,false,nishikawa
88.86510000002384,90.64610000002384,2,2,100,false,false,true,false,false,nishikawa
90.64610000002384,90.8485,2,2,101.5,false,false,false,false,false,nishikawa
90.8485,91.85339999997616,2,2,100,false,false,true,false,false,nishikawa
91.85339999997616,101.81710000002384,2,2,83,false,false,false,false,false,nishikawa
101.81710000002384,106.00880000001192,2,2,93.5,false,false,true,false,false,nishikawa
106.00880000001192,117.60219999998807,2,2,71,false,false,false,false,false,nishikawa
117.60219999998807,119.43160000002383,2,2,76.5,false,false,true,false,false,nishikawa
119.43160000002383,137.34839999997618,2,2,43,false,false,false,false,false,nishikawa
137.34839999997618,144.08269999998808,2,2,101,false,false,true,false,false,nishikawa
144.08269999998808,144.65430000001194,2,2,101.5,false,false,false,false,false,nishikawa
144.65430000001194,155.1056999999881,2,2,100,false,false,true,false,false,nishikawa
155.1056999999881,155.34150000000002,2,2,101.5,false,false,false,false,false,nishikawa
155.34150000000002,156.7855,2,2,101,false,false,true,false,false,nishikawa
156.7855,159.54280000001194,2,2,97,false,false,false,false,false,nishikawa
159.54280000001194,159.98850000000002,2,2,97.5,false,false,true,false,false,nishikawa
159.98850000000002,182.43480000001193,2,2,55.5,false,false,false,false,false,nishikawa
182.43480000001193,187.00650000000002,2,2,101,false,false,true,false,false,nishikawa
187.00650000000002,189.76450000000003,2,2,97,false,false,false,false,false,nishikawa
189.76450000000003,190.41489999997617,2,2,96.5,false,false,false,false,true,nishikawa
190.41489999997617,192.71589999997616,2,2,93.5,false,false,false,false,false,nishikawa
192.71589999997616,193.113,2,2,94,false,false,true,false,false,nishikawa
193.113,193.31260000002385,2,2,95,false,false,false,false,false,nishikawa
193.31260000002385,193.97960000002385,2,2,100,false,false,true,false,false,nishikawa
193.97960000002385,199.77800000000002,2,2,90.5,false,false,false,false,false,nishikawa
199.77800000000002,200.62260000002385,2,2,92,false,false,true,false,false,nishikawa
200.62260000002385,201.99380000001193,2,2,90.5,false,false,false,false,false,nishikawa
201.99380000001193,202.31239999997618,2,2,90,false,false,true,false,false,nishikawa
202.31239999997618,202.81280000001195,2,2,91,false,false,false,false,false,nishikawa
202.81280000001195,204.62389999997617,2,2,100.5,false,false,true,false,true,nishikawa
204.62389999997617,204.92860000002386,2,2,100,false,false,false,false,true,nishikawa
204.92860000002386,231.0791999999881,2,2,51,false,false,false,false,false,nishikawa
231.0791999999881,237.23950000000002,2,2,68.5,false,false,true,false,false,nishikawa
237.23950000000002,237.7956999999881,2,2,69.5,false,false,false,false,false,nishikawa
237.7956999999881,238.82669999998808,2,2,70,false,false,true,false,false,nishikawa
238.82669999998808,239.21310000002384,2,2,71,false,false,false,false,false,nishikawa
239.21310000002384,239.59160000002385,2,2,70.5,false,false,true,false,false,nishikawa
239.59160000002385,240.42280000001193,2,2,101.5,false,false,false,false,false,nishikawa
240.42280000001193,243.1945,2,2,106,false,false,true,false,false,nishikawa
243.1945,243.5341999999881,2,2,100,true,false,false,false,false,nishikawa
243.5341999999881,267.65419999998807,2,2,71.5,false,false,false,false,false,nishikawa
267.65419999998807,268.8556000000238,2,2,73,false,false,true,false,false,nishikawa
268.8556000000238,270.0021000000238,2,2,73,false,false,false,false,false,nishikawa
270.0021000000238,272.1355,2,2,100,false,false,true,false,false,nishikawa
272.1355,281.63239999997614,2,2,93.5,false,false,false,false,false,nishikawa
281.63239999997614,285.4321000000238,2,2,117.5,false,false,true,false,false,nishikawa
285.4321000000238,285.79039999997616,2,2,101.5,false,false,true,true,false,nishikawa
285.79039999997616,286.1263000000119,2,2,103,false,false,true,false,false,nishikawa
286.1263000000119,286.71939999997613,2,2,101.5,false,false,true,false,true,nishikawa
286.71939999997613,288.7223999999761,2,2,101,false,false,true,false,false,nishikawa
288.7223999999761,301.32739999997614,2,2,81.5,false,false,false,false,false,nishikawa
301.32739999997614,302.20989999997613,2,2,81,false,false,false,false,true,nishikawa
302.20989999997613,308.09499999999997,2,2,69,false,false,false,false,false,nishikawa
308.09499999999997,309.5666999999881,2,2,68.5,false,false,false,false,true,nishikawa
309.5666999999881,313.5961999999881,2,2,62,false,false,false,false,false,nishikawa
313.5961999999881,329.906,2,2,101,false,false,true,false,false,nishikawa
329.906,330.37010000002385,2,2,115,false,false,false,false,false,nishikawa
330.37010000002385,330.87010000002385,2,2,101.5,false,false,false,true,false,nishikawa
330.87010000002385,331.30669999998804,2,2,100,false,false,true,false,false,nishikawa
331.30669999998804,331.91049999999996,2,2,114,false,false,false,false,false,nishikawa
331.91049999999996,332.1171000000238,2,2,100,false,false,false,true,false,nishikawa
332.1171000000238,332.32599999999996,2,2,100,false,false,false,false,false,nishikawa
332.32599999999996,332.9821000000238,2,2,101.5,false,false,false,false,true,nishikawa
332.9821000000238,333.328,2,2,102.5,false,false,true,false,true,nishikawa
333.328,335.1495,2,2,101,false,false,true,false,false,nishikawa
335.1495,335.37119999998805,2,2,102,false,false,false,false,false,nishikawa
335.37119999998805,338.5405,2,2,100,false,false,true,false,false,nishikawa
338.5405,338.76219999998807,2,2,101,false,false,false,false,false,nishikawa
338.76219999998807,342.2536000000238,2,2,100,false,false,true,false,false,nishikawa
342.2536000000238,342.7061000000238,2,2,101.5,false,false,false,false,false,nishikawa
342.7061000000238,343.80030000001193,2,2,101,false,false,true,false,false,nishikawa
343.80030000001193,344.23669999998805,2,2,101.5,false,false,false,false,false,nishikawa
344.23669999998805,346.14919999998807,2,2,100,false,false,true,false,false,nishikawa
346.14919999998807,346.3548000000119,2,2,101,false,false,false,false,false,nishikawa
346.3548000000119,346.9421999999881,2,2,100,false,false,true,false,false,nishikawa
346.9421999999881,347.1518000000119,2,2,101.5,false,false,false,false,false,nishikawa
347.1518000000119,350.83460000002384,2,2,100,false,false,true,false,false,nishikawa
350.83460000002384,352.79249999999996,2,2,98,false,false,false,false,false,nishikawa
352.79249999999996,353.63369999998804,2,2,102.5,false,false,true,false,false,nishikawa
353.63369999998804,354.08710000002384,2,2,100.5,false,false,true,false,true,nishikawa
354.08710000002384,355.37489999997615,2,2,100,false,false,false,false,true,nishikawa
355.37489999997615,356.4106000000238,2,2,99,false,false,false,false,false,nishikawa
356.4106000000238,360.03460000002383,2,2,100,false,false,true,false,false,nishikawa
360.03460000002383,360.6436999999881,2,2,100,false,false,false,false,false,nishikawa
360.6436999999881,366.7545,2,2,100,false,false,true,false,false,nishikawa
366.7545,367.44239999997615,2,2,100,false,false,false,false,false,nishikawa
367.44239999997615,372.32349999999997,2,2,100,false,false,true,false,false,nishikawa
372.32349999999997,372.82319999998805,2,2,101.5,false,false,false,false,false,nishikawa
372.82319999998805,380.6235,2,2,100,false,false,true,false,false,nishikawa
380.6235,380.95,2,2,101.5,false,false,false,false,false,nishikawa
380.95,381.20139999997616,2,2,100,false,false,true,false,false,nishikawa
381.20139999997616,381.4061000000238,2,2,101.5,false,false,false,false,false,nishikawa
381.4061000000238,381.62939999997616,2,2,100,false,false,true,false,false,nishikawa
381.62939999997616,386.4553000000119,2,2,95,false,false,false,false,false,nishikawa
386.4553000000119,389.1528999999761,2,2,100,false,false,true,false,false,nishikawa
389.1528999999761,394.1033000000119,2,2,94.5,false,false,false,false,false,nishikawa
394.1033000000119,398.126,2,2,100,false,false,true,false,false,nishikawa
398.126,403.21919999998806,2,2,90.5,false,false,false,false,false,nishikawa
403.21919999998806,406.9033000000119,2,2,90,false,false,false,false,true,nishikawa
406.9033000000119,412.93939999997616,2,2,77.5,false,false,false,false,false,nishikawa
412.93939999997616,416.91660000002383,2,2,77,false,false,false,false,true,nishikawa
416.91660000002383,418.2903000000119,2,2,75,false,false,false,false,false,nishikawa
418.2903000000119,420.3763999999761,2,2,74.5,false,false,false,false,true,nishikawa
420.3763999999761,424.4818999999761,2,2,69,false,false,false,false,false,nishikawa
424.4818999999761,426.4628999999761,2,2,100,false,false,true,false,false,nishikawa
426.4628999999761,427.6213000000119,2,2,101.5,false,false,false,false,false,nishikawa
427.6213000000119,437.0638999999761,2,2,101,false,false,true,false,false,nishikawa
437.0638999999761,438.3968000000119,2,2,101.5,false,false,false,false,false,nishikawa
438.3968000000119,438.86919999998804,2,2,102,false,false,true,false,false,nishikawa
438.86919999998804,441.60249999999996,2,2,100,false,false,true,false,true,nishikawa
