Start,End,Condition,Num,Id
3.82,9.088099999964237,0,3,0,sugiyama
9.088099999964237,9.182199999988079,0,3,5,sugiyama
9.182199999988079,11.0745,0,3,0,sugiyama
11.0745,12.554800000011921,0,3,5,sugiyama
12.554800000011921,51.197800000011924,0,3,0,sugiyama
51.197800000011924,51.46559999996424,0,3,5,sugiyama
51.46559999996424,51.954099999964235,0,3,4,sugiyama
51.954099999964235,52.08689999997616,0,3,5,sugiyama
52.08689999997616,57.05459999996424,0,3,0,sugiyama
57.05459999996424,57.49030000001192,0,3,5,sugiyama
57.49030000001192,57.65980000001192,0,3,0,sugiyama
57.65980000001192,57.87939999997616,0,3,5,sugiyama
57.87939999997616,60.356099999964236,0,3,0,sugiyama
60.356099999964236,61.25489999997616,0,3,5,sugiyama
61.25489999997616,61.829899999976156,0,3,0,sugiyama
61.829899999976156,61.97780000001192,0,3,5,sugiyama
61.97780000001192,75.49259999996423,0,3,0,sugiyama
75.49259999996423,75.96659999996423,0,3,4,sugiyama
75.96659999996423,76.24819999998807,0,3,3,sugiyama
76.24819999998807,77.38359999996423,0,3,4,sugiyama
77.38359999996423,77.57119999998807,0,3,5,sugiyama
77.57119999998807,80.87739999997615,0,3,0,sugiyama
80.87739999997615,81.26019999998807,0,3,5,sugiyama
81.26019999998807,83.56669999998807,0,3,4,sugiyama
83.56669999998807,83.979,0,3,5,sugiyama
83.979,89.43380000001191,0,3,0,sugiyama
89.43380000001191,89.81030000001192,0,3,5,sugiyama
89.81030000001192,91.4785,0,3,4,sugiyama
91.4785,93.81119999998808,0,3,0,sugiyama
93.81119999998808,94.1605,0,3,5,sugiyama
94.1605,94.26849999999999,0,3,0,sugiyama
94.26849999999999,94.58269999998807,0,3,5,sugiyama
94.58269999998807,94.70249999999999,0,3,0,sugiyama
94.70249999999999,94.87230000001192,0,3,5,sugiyama
94.87230000001192,95.05289999997615,0,3,0,sugiyama
95.05289999997615,97.66509999996423,0,3,5,sugiyama
97.66509999996423,101.76680000001191,0,3,0,sugiyama
101.76680000001191,101.86039999997615,0,3,5,sugiyama
101.86039999997615,103.14819999998807,0,3,4,sugiyama
103.14819999998807,103.30749999999999,0,3,5,sugiyama
103.30749999999999,107.31099999999999,0,3,0,sugiyama
107.31099999999999,108.04630000001191,0,3,4,sugiyama
108.04630000001191,108.41809999996423,0,3,3,sugiyama
108.41809999996423,108.961,0,3,4,sugiyama
108.961,109.08639999997615,0,3,3,sugiyama
109.08639999997615,115.43239999997616,0,3,4,sugiyama
115.43239999997616,115.60839999997616,0,3,5,sugiyama
115.60839999997616,118.86589999997615,0,3,0,sugiyama
118.86589999997615,119.15509999996424,0,3,5,sugiyama
119.15509999996424,119.73819999998807,0,3,4,sugiyama
119.73819999998807,119.89539999997615,0,3,5,sugiyama
119.89539999997615,124.2585,0,3,0,sugiyama
124.2585,124.57859999996423,0,3,5,sugiyama
124.57859999996423,126.11980000001192,0,3,4,sugiyama
126.11980000001192,126.27659999996423,0,3,5,sugiyama
126.27659999996423,134.84489999997615,0,3,0,sugiyama
134.84489999997615,134.97289999997616,0,3,5,sugiyama
134.97289999997616,138.91819999998808,0,3,4,sugiyama
138.91819999998808,139.77739999997615,0,3,5,sugiyama
139.77739999997615,144.41119999998807,0,3,0,sugiyama
144.41119999998807,144.63989999997614,0,3,5,sugiyama
144.63989999997614,147.50759999996424,0,3,4,sugiyama
147.50759999996424,149.70139999997616,0,3,0,sugiyama
149.70139999997616,152.15089999997616,0,3,4,sugiyama
152.15089999997616,152.32409999996423,0,3,5,sugiyama
152.32409999996423,158.3988000000119,0,3,0,sugiyama
158.3988000000119,158.84449999999998,0,3,5,sugiyama
158.84449999999998,158.94389999997614,0,3,0,sugiyama
158.94389999997614,159.10589999997615,0,3,5,sugiyama
159.10589999997615,178.1585,0,3,0,sugiyama
178.1585,178.26789999997615,0,3,5,sugiyama
178.26789999997615,184.31989999997614,0,3,4,sugiyama
184.31989999997614,184.70269999998808,0,3,5,sugiyama
184.70269999998808,185.52489999997616,0,3,0,sugiyama
185.52489999997616,185.85119999998807,0,3,5,sugiyama
185.85119999998807,190.4408000000119,0,3,4,sugiyama
190.4408000000119,190.59630000001192,0,3,3,sugiyama
190.59630000001192,193.61669999998807,0,3,4,sugiyama
193.61669999998807,196.33330000001192,0,3,5,sugiyama
