Start,End,Condition,Num,Status
0.0,17.25859999999404,1,3,sideparticipant
17.25859999999404,17.621699999988078,1,3,addressee
17.621699999988078,18.9955,1,3,sideparticipant
18.9955,20.23259999999404,1,3,speaker
20.23259999999404,23.04659999999404,1,3,sideparticipant
23.04659999999404,24.02819999998808,1,3,speaker
24.02819999998808,30.68409999999404,1,3,sideparticipant
30.68409999999404,31.06859999999404,1,3,addressee
31.06859999999404,34.30779999999702,1,3,sideparticipant
34.30779999999702,35.92509999999404,1,3,speaker
35.92509999999404,40.195899999991056,1,3,sideparticipant
40.195899999991056,43.55209999999404,1,3,speaker
43.55209999999404,48.50439999999106,1,3,sideparticipant
48.50439999999106,49.86659999999404,1,3,speaker
49.86659999999404,52.47029999999702,1,3,sideparticipant
52.47029999999702,53.6275,1,3,speaker
53.6275,56.40529999999702,1,3,sideparticipant
56.40529999999702,57.26959999999404,1,3,speaker
57.26959999999404,72.02589999999105,1,3,sideparticipant
72.02589999999105,73.89309999999404,1,3,speaker
73.89309999999404,79.74519999998807,1,3,sideparticipant
79.74519999998807,79.89009999999404,1,3,addressee
79.89009999999404,88.11669999998809,1,3,sideparticipant
88.11669999998809,89.57819999998807,1,3,speaker
89.57819999998807,103.7075,1,3,sideparticipant
103.7075,106.50169999998808,1,3,speaker
106.50169999998808,107.758,1,3,sideparticipant
107.758,109.87819999998808,1,3,speaker
109.87819999998808,112.86589999999106,1,3,sideparticipant
112.86589999999106,118.04559999999404,1,3,speaker
118.04559999999404,122.97639999999106,1,3,sideparticipant
122.97639999999106,125.0675,1,3,speaker
125.0675,126.01779999999702,1,3,sideparticipant
126.01779999999702,128.276,1,3,speaker
128.276,130.883299999997,1,3,sideparticipant
130.883299999997,133.528,1,3,speaker
133.528,135.14439999999107,1,3,sideparticipant
135.14439999999107,137.624799999997,1,3,speaker
137.624799999997,142.79879999999702,1,3,sideparticipant
142.79879999999702,146.05329999999702,1,3,speaker
146.05329999999702,173.67419999998808,1,3,sideparticipant
173.67419999998808,175.1565,1,3,speaker
175.1565,198.586299999997,1,3,sideparticipant
198.586299999997,198.818,1,3,addressee
198.818,200.70789999999107,1,3,sideparticipant
200.70789999999107,202.63669999998808,1,3,speaker
202.63669999998808,206.05929999999702,1,3,sideparticipant
206.05929999999702,207.75359999999404,1,3,speaker
207.75359999999404,211.18969999998808,1,3,sideparticipant
211.18969999998808,211.28559999999405,1,3,speaker
211.28559999999405,213.22689999999105,1,3,sideparticipant
213.22689999999105,214.2516999999881,1,3,speaker
214.2516999999881,224.1875,1,3,sideparticipant
224.1875,226.50689999999105,1,3,speaker
226.50689999999105,229.33479999999702,1,3,sideparticipant
229.33479999999702,230.171,1,3,speaker
230.171,233.14459999999403,1,3,sideparticipant
233.14459999999403,234.4991999999881,1,3,speaker
234.4991999999881,236.07739999999106,1,3,sideparticipant
236.07739999999106,237.44229999999703,1,3,speaker
237.44229999999703,239.33439999999106,1,3,sideparticipant
239.33439999999106,243.04689999999107,1,3,speaker
243.04689999999107,244.8886999999881,1,3,sideparticipant
244.8886999999881,245.60069999998808,1,3,speaker
245.60069999998808,262.868799999997,1,3,sideparticipant
262.868799999997,264.06729999999703,1,3,speaker
264.06729999999703,265.9725,1,3,sideparticipant
265.9725,267.679599999994,1,3,speaker
267.679599999994,279.04489999999106,1,3,sideparticipant
279.04489999999106,280.65669999998806,1,3,speaker
280.65669999998806,283.214799999997,1,3,sideparticipant
283.214799999997,285.892,1,3,speaker
285.892,289.023,1,3,sideparticipant
289.023,291.50989999999103,1,3,speaker
291.50989999999103,294.5636999999881,1,3,sideparticipant
294.5636999999881,296.46469999998806,1,3,speaker
296.46469999998806,302.13879999999705,1,3,sideparticipant
302.13879999999705,303.591099999994,1,3,speaker
303.591099999994,306.86939999999106,1,3,sideparticipant
306.86939999999106,308.4345,1,3,speaker
308.4345,310.69989999999103,1,3,sideparticipant
310.69989999999103,312.0773999999911,1,3,speaker
312.0773999999911,313.55,1,3,sideparticipant
313.55,314.64379999999704,1,3,speaker
314.64379999999704,331.29909999999404,1,3,sideparticipant
331.29909999999404,332.82759999999405,1,3,speaker
332.82759999999405,336.25569999998805,1,3,sideparticipant
336.25569999998805,338.832299999997,1,3,speaker
338.832299999997,340.17189999999107,1,3,sideparticipant
340.17189999999107,341.8485,1,3,speaker
341.8485,348.048799999997,1,3,sideparticipant
348.048799999997,350.068299999997,1,3,speaker
350.068299999997,351.226299999997,1,3,sideparticipant
351.226299999997,352.953,1,3,speaker
352.953,362.7161999999881,1,3,sideparticipant
362.7161999999881,365.1201999999881,1,3,speaker
365.1201999999881,368.431799999997,1,3,sideparticipant
368.431799999997,371.728,1,3,speaker
371.728,375.2681999999881,1,3,sideparticipant
375.2681999999881,376.665,1,3,speaker
376.665,379.5911999999881,1,3,sideparticipant
379.5911999999881,381.1595,1,3,speaker
381.1595,390.0078999999911,1,3,sideparticipant
390.0078999999911,391.66609999999406,1,3,speaker
391.66609999999406,419.54459999999403,1,3,sideparticipant
419.54459999999403,422.1755,1,3,speaker
422.1755,431.7546999999881,1,3,sideparticipant
431.7546999999881,433.17319999998807,1,3,speaker
433.17319999998807,440.933799999997,1,3,sideparticipant
