Start,End,Condition,Num,Count,LeftHand,RightHand,Mouth,Nod,GazeSpeeker
-0.17,1.076199999999255,2,1,94.5,false,false,false,false,false
1.076199999999255,1.93489999999851,2,1,94,false,false,false,false,true
1.93489999999851,2.220099999997765,2,1,94.5,false,false,false,false,false
2.220099999997765,2.223699999999255,2,1,94,false,false,true,false,false
2.223699999999255,2.64039999999851,2,1,94.5,false,false,false,false,false
2.64039999999851,3.02829999999702,2,1,96,false,false,true,false,false
3.02829999999702,3.354599999997765,2,1,96,false,false,false,false,false
3.354599999997765,3.47639999999851,2,1,95.5,false,false,true,false,false
3.47639999999851,3.594699999999255,2,1,96.5,false,false,false,false,false
3.594699999999255,3.714599999997765,2,1,98,false,false,true,false,false
3.714599999997765,4.532599999997765,2,1,101.5,false,false,true,false,true
4.532599999997765,4.648,2,1,101,false,false,true,false,false
4.648,4.7375,2,1,102,false,false,false,false,false
4.7375,4.742,2,1,100,false,false,true,false,false
4.742,4.84729999999702,2,1,101,false,false,false,false,false
4.84729999999702,5.1735,2,1,100,false,false,true,false,false
5.1735,5.492,2,1,100,false,false,false,false,false
5.492,5.91589999999851,2,1,100,false,false,true,false,false
5.91589999999851,6.21089999999851,2,1,101.5,false,false,false,false,false
6.21089999999851,7.47039999999851,2,1,100,false,false,true,false,false
7.47039999999851,7.57829999999702,2,1,101.5,false,false,false,false,false
7.57829999999702,7.8847999999970195,2,1,100,false,false,true,false,false
7.8847999999970195,8.30039999999851,2,1,101.5,false,false,false,false,false
8.30039999999851,9.198,2,1,101,false,false,true,false,false
9.198,9.296699999999255,2,1,102,false,false,false,false,false
9.296699999999255,9.71489999999851,2,1,101,false,false,true,false,false
9.71489999999851,9.901799999997019,2,1,101.5,false,false,false,false,false
9.901799999997019,24.031099999997764,2,1,100,false,false,true,false,false
24.031099999997764,24.787199999999252,2,1,97.5,false,false,false,false,false
24.787199999999252,28.869799999997017,2,1,100,false,false,true,false,false
28.869799999997017,29.37379999999702,2,1,98.5,false,false,false,false,false
29.37379999999702,30.87739999999851,2,1,101,false,false,true,false,false
30.87739999999851,31.852899999998506,2,1,96,false,false,false,false,false
31.852899999998506,31.944799999997016,2,1,97.5,false,false,true,false,false
31.944799999997016,32.11389999999851,2,1,97.5,false,false,true,false,true
32.11389999999851,32.321999999999996,2,1,99,false,false,false,false,true
32.321999999999996,33.113099999997765,2,1,100.5,false,false,true,false,true
33.113099999997765,33.21089999999851,2,1,102,false,false,false,false,true
33.21089999999851,33.31609999999776,2,1,100.5,false,false,true,false,true
33.31609999999776,33.416599999997764,2,1,102,false,false,false,false,true
33.416599999997764,33.4985,2,1,100,false,false,true,false,true
33.4985,33.689699999999256,2,1,100.5,false,false,false,false,false
33.689699999999256,33.776299999997015,2,1,100,false,false,true,false,false
33.776299999997015,34.09339999999851,2,1,99.5,false,false,false,false,false
34.09339999999851,34.098,2,1,99,false,false,true,false,false
34.098,34.25109999999776,2,1,100,false,false,false,false,false
34.25109999999776,47.061,2,1,100,false,false,true,false,false
47.061,47.232399999998506,2,1,100.5,false,false,false,false,false
47.232399999998506,47.3275,2,1,100,false,false,true,false,false
47.3275,50.82059999999776,2,1,88.5,false,false,false,false,false
50.82059999999776,57.56419999999925,2,1,100,false,false,true,false,false
57.56419999999925,57.881699999999256,2,1,101,false,false,false,false,false
57.881699999999256,58.355299999997015,2,1,103,false,false,true,false,false
58.355299999997015,59.07509999999776,2,1,101.5,false,false,true,false,true
59.07509999999776,62.8065,2,1,101,false,false,true,false,false
62.8065,62.9165,2,1,102,false,false,false,false,false
62.9165,63.312299999997016,2,1,101,false,false,true,false,false
63.312299999997016,63.4045,2,1,101.5,false,false,false,false,false
63.4045,77.5545,2,1,100,false,false,true,false,false
77.5545,78.24029999999702,2,1,97.5,false,false,false,false,false
78.24029999999702,84.30959999999776,2,1,101.5,false,false,true,false,false
84.30959999999776,84.82879999999702,2,1,103,false,false,false,false,true
84.82879999999702,86.59779999999702,2,1,101.5,false,false,true,false,true
86.59779999999702,96.07209999999776,2,1,101,false,false,true,false,false
96.07209999999776,103.96809999999776,2,1,64.5,false,false,false,false,false
103.96809999999776,104.12479999999702,2,1,65,false,false,true,false,false
104.12479999999702,104.30009999999777,2,1,65.5,false,false,false,false,false
104.30009999999777,104.38319999999925,2,1,65,false,false,true,false,false
104.38319999999925,105.51389999999851,2,1,59.5,false,false,false,false,false
105.51389999999851,105.68719999999925,2,1,59,false,false,true,false,false
105.68719999999925,105.77799999999999,2,1,60,false,false,false,false,false
105.77799999999999,106.42179999999702,2,1,65.5,false,false,true,false,false
106.42179999999702,106.497,2,1,66.5,false,false,false,false,false
106.497,106.56889999999851,2,1,66,false,false,true,false,false
106.56889999999851,106.8418999999985,2,1,66,false,false,false,false,false
106.8418999999985,106.91079999999702,2,1,65.5,false,false,true,false,false
106.91079999999702,106.91479999999702,2,1,66.5,false,false,false,false,false
106.91479999999702,107.07029999999702,2,1,66,false,false,true,false,false
107.07029999999702,107.14609999999776,2,1,67,false,false,false,false,false
107.14609999999776,107.64519999999925,2,1,72.5,false,false,true,false,false
107.64519999999925,107.7445,2,1,73.5,false,false,false,false,false
107.7445,108.72979999999701,2,1,80,false,false,true,false,false
108.72979999999701,108.84679999999702,2,1,80.5,false,false,false,false,false
108.84679999999702,109.593,2,1,84,false,false,true,false,false
109.593,109.704,2,1,85,false,false,false,false,false
109.704,110.29019999999926,2,1,89.5,false,false,true,false,false
110.29019999999926,110.76,2,1,87.5,false,false,false,false,false
110.76,111.2285,2,1,87,false,false,false,false,true
