Start,End,Condition,Num,Id
-0.619,2.2859999999999996,0,1,5
2.2859999999999996,2.401599999904633,0,1,0
2.401599999904633,2.801199999809265,0,1,5
2.801199999809265,4.5583000001907354,0,1,0
4.5583000001907354,4.651699999809265,0,1,1
4.651699999809265,4.829000000000001,0,1,0
4.829000000000001,5.0064000000953675,0,1,1
5.0064000000953675,5.528400000095368,0,1,0
5.528400000095368,5.633400000095367,0,1,1
5.633400000095367,5.728599999904633,0,1,0
5.728599999904633,5.917099999904633,0,1,5
5.917099999904633,5.9215999999046325,0,1,0
5.9215999999046325,8.627900000095368,0,1,5
8.627900000095368,12.575300000190735,0,1,0
12.575300000190735,12.661,0,1,1
12.661,12.840699999809265,0,1,2
12.840699999809265,14.307599999904633,0,1,3
14.307599999904633,14.456699999809265,0,1,4
14.456699999809265,14.4605,0,1,5
14.4605,14.592900000095367,0,1,0
14.592900000095367,14.856699999809265,0,1,5
14.856699999809265,14.861099999904633,0,1,0
14.861099999904633,15.125800000190734,0,1,5
15.125800000190734,15.375400000095368,0,1,0
15.375400000095368,15.721300000190734,0,1,1
15.721300000190734,15.970599999904632,0,1,2
15.970599999904632,16.2055,0,1,1
16.2055,25.354599999904632,0,1,0
25.354599999904632,25.5425,0,1,1
25.5425,31.723400000095367,0,1,0
31.723400000095367,33.17290000009537,0,1,1
33.17290000009537,33.26630000019073,0,1,2
33.26630000019073,58.6715,0,1,1
58.6715,72.7645,0,1,2
72.7645,74.8855,0,1,1
74.8855,74.97609999990463,0,1,2
74.97609999990463,75.27859999990463,0,1,1
75.27859999990463,75.54069999980926,0,1,2
75.54069999980926,75.64109999990464,0,1,1
75.64109999990464,76.00609999990463,0,1,2
76.00609999990463,76.1045,0,1,1
76.1045,76.29440000009537,0,1,5
76.29440000009537,76.792,0,1,0
76.792,76.8805,0,1,1
76.8805,77.05859999990463,0,1,0
77.05859999990463,77.43759999990463,0,1,1
77.43759999990463,77.90859999990464,0,1,2
77.90859999990464,78.00680000019074,0,1,1
78.00680000019074,78.19490000009537,0,1,2
78.19490000009537,80.1375,0,1,1
80.1375,80.22669999980927,0,1,0
80.22669999980927,80.53140000009537,0,1,1
80.53140000009537,80.63880000019074,0,1,0
80.63880000019074,80.81490000009536,0,1,1
80.81490000009536,81.17130000019074,0,1,0
81.17130000019074,81.49,0,1,1
81.49,84.50169999980926,0,1,0
84.50169999980926,95.82830000019074,0,1,1
95.82830000019074,96.03990000009537,0,1,2
96.03990000009537,96.155,0,1,1
96.155,99.303,0,1,2
99.303,99.88409999990463,0,1,3
99.88409999990463,102.965,0,1,1
102.965,103.165,0,1,0
103.165,105.37459999990463,0,1,1
105.37459999990463,105.78930000019074,0,1,0
105.78930000019074,108.42980000019074,0,1,1
108.42980000019074,108.6235,0,1,0
108.6235,108.717,0,1,1
108.717,109.24830000019074,0,1,2
109.24830000019074,109.90130000019073,0,1,3
109.90130000019073,111.12909999990464,0,1,2
111.12909999990464,111.29180000019073,0,1,3
111.29180000019073,111.86,0,1,2
111.86,113.46580000019074,0,1,1
113.46580000019074,113.47040000009537,0,1,0
113.47040000009537,123.065,0,1,1
123.065,123.44069999980927,0,1,2
123.44069999980927,123.583,0,1,1
123.583,123.5875,0,1,0
123.5875,123.92419999980926,0,1,1
123.92419999980926,124.74380000019073,0,1,2
124.74380000019073,126.67159999990463,0,1,1
126.67159999990463,126.77940000009536,0,1,2
126.77940000009536,127.22459999990463,0,1,1
127.22459999990463,127.42190000009538,0,1,2
127.42190000009538,128.88840000009537,0,1,1
128.88840000009537,129.37290000009537,0,1,2
129.37290000009537,131.1225,0,1,1
131.1225,131.33730000019074,0,1,0
131.33730000019074,134.76719999980926,0,1,1
134.76719999980926,135.10419999980925,0,1,2
135.10419999980925,138.42119999980926,0,1,1
138.42119999980926,138.95090000009537,0,1,2
138.95090000009537,139.35559999990463,0,1,1
139.35559999990463,140.19130000019072,0,1,2
140.19130000019072,140.84609999990462,0,1,1
140.84609999990462,141.68719999980925,0,1,0
141.68719999980925,143.68240000009536,0,1,1
143.68240000009536,143.83230000019074,0,1,2
143.83230000019074,146.53369999980927,0,1,1
146.53369999980927,146.81009999990462,0,1,0
146.81009999990462,147.07269999980926,0,1,1
147.07269999980926,149.00480000019073,0,1,0
149.00480000019073,149.29930000019073,0,1,1
149.29930000019073,149.43740000009538,0,1,0
149.43740000009538,149.58940000009537,0,1,1
149.58940000009537,149.86880000019073,0,1,0
149.86880000019073,150.85969999980927,0,1,1
150.85969999980927,151.68240000009536,0,1,0
151.68240000009536,152.1175,0,1,1
152.1175,153.87919999980926,0,1,0
153.87919999980926,154.007,0,1,1
154.007,154.13240000009537,0,1,0
154.13240000009537,154.66109999990462,0,1,1
154.66109999990462,154.79609999990464,0,1,0
154.79609999990464,154.942,0,1,1
154.942,157.01359999990464,0,1,0
157.01359999990464,167.75569999980925,0,1,1
167.75569999980925,168.0085,0,1,0
168.0085,168.36859999990463,0,1,1
168.36859999990463,168.46680000019074,0,1,0
168.46680000019074,168.57630000019074,0,1,1
168.57630000019074,168.8355,0,1,0
168.8355,168.95130000019074,0,1,1
168.95130000019074,169.53930000019074,0,1,0
169.53930000019074,169.65390000009538,0,1,1
169.65390000009538,170.08309999990465,0,1,0
170.08309999990465,170.1765,0,1,1
170.1765,170.68230000019074,0,1,0
170.68230000019074,171.16369999980927,0,1,1
171.16369999980927,171.27230000019074,0,1,0
171.27230000019074,181.63759999990464,0,1,1
181.63759999990464,181.77980000019073,0,1,0
181.77980000019073,182.93540000009537,0,1,1
182.93540000009537,183.15940000009536,0,1,2
183.15940000009536,183.73930000019072,0,1,3
183.73930000019072,184.82680000019073,0,1,2
184.82680000019073,184.989,0,1,3
184.989,186.19580000019073,0,1,2
186.19580000019073,190.94780000019074,0,1,1
190.94780000019074,191.1315,0,1,0
191.1315,191.40040000009537,0,1,1
191.40040000009537,191.70269999980925,0,1,0
191.70269999980925,191.85419999980925,0,1,1
191.85419999980925,192.494,0,1,0
192.494,193.20719999980926,0,1,1
193.20719999980926,193.35019999980926,0,1,0
193.35019999980926,193.65569999980926,0,1,1
193.65569999980926,193.8,0,1,0
193.8,193.94259999990464,0,1,1
193.94259999990464,194.664,0,1,0
194.664,195.39240000009536,0,1,1
195.39240000009536,195.52,0,1,0
195.52,195.6505,0,1,1
195.6505,195.77419999980927,0,1,0
195.77419999980927,196.03619999980927,0,1,1
196.03619999980927,196.27459999990464,0,1,2
196.27459999990464,196.51759999990463,0,1,3
196.51759999990463,196.84080000019074,0,1,1
196.84080000019074,197.03369999980927,0,1,2
197.03369999980927,197.59219999980925,0,1,3
197.59219999980925,197.87559999990464,0,1,5
197.87559999990464,198.01619999980926,0,1,4
198.01619999980926,198.51909999990463,0,1,5
198.51909999990463,198.95909999990462,0,1,0
198.95909999990462,199.53580000019073,0,1,1
199.53580000019073,203.33130000019074,0,1,0
203.33130000019074,204.34459999990463,0,1,5
204.34459999990463,206.54709999990465,0,1,0
206.54709999990465,206.80219999980926,0,1,5
206.80219999980926,206.93619999980928,0,1,0
206.93619999980928,207.05109999990464,0,1,3
207.05109999990464,207.73119999980926,0,1,0
207.73119999980926,208.27709999990464,0,1,1
208.27709999990464,208.3685,0,1,0
208.3685,208.471,0,1,1
208.471,208.58440000009537,0,1,0
208.58440000009537,209.14540000009538,0,1,5
209.14540000009538,209.30569999980926,0,1,0
209.30569999980926,209.42080000019072,0,1,5
209.42080000019072,209.53940000009536,0,1,0
209.53940000009536,209.76759999990463,0,1,5
209.76759999990463,215.02519999980927,0,1,0
215.02519999980927,215.32990000009536,0,1,1
215.32990000009536,215.55469999980926,0,1,2
215.55469999980926,215.658,0,1,3
215.658,215.968,0,1,2
215.968,216.92740000009536,0,1,1
216.92740000009536,217.95530000019073,0,1,0
217.95530000019073,218.16490000009537,0,1,1
218.16490000009537,218.99169999980927,0,1,2
218.99169999980927,219.65240000009535,0,1,1
219.65240000009535,220.14340000009537,0,1,2
220.14340000009537,220.82740000009537,0,1,1
220.82740000009537,222.45830000019075,0,1,0
222.45830000019075,224.41159999990464,0,1,3
224.41159999990464,224.69330000019073,0,1,2
224.69330000019073,225.03869999980927,0,1,1
225.03869999980927,225.3735,0,1,0
225.3735,225.57959999990464,0,1,1
225.57959999990464,226.1835,0,1,2
226.1835,226.92940000009537,0,1,1
226.92940000009537,228.9605,0,1,0
228.9605,229.07909999990463,0,1,1
229.07909999990463,229.30109999990464,0,1,0
229.30109999990464,229.71969999980928,0,1,1
229.71969999980928,232.55330000019075,0,1,0
232.55330000019075,233.1865,0,1,5
233.1865,233.9505,0,1,2
233.9505,234.83230000019074,0,1,1
234.83230000019074,235.8195,0,1,0
235.8195,236.06540000009537,0,1,1
236.06540000009537,238.79219999980927,0,1,0
238.79219999980927,239.1525,0,1,1
239.1525,239.27759999990462,0,1,0
239.27759999990462,239.53930000019074,0,1,1
239.53930000019074,240.2345,0,1,0
240.2345,240.98559999990462,0,1,2
240.98559999990462,257.74019999980925,0,1,0
257.74019999980925,257.95349999999996,0,1,2
257.95349999999996,258.07140000009537,0,1,3
258.07140000009537,258.1858000001907,0,1,2
258.1858000001907,258.294,0,1,1
258.294,258.8068000001907,0,1,0
258.8068000001907,258.924,0,1,3
258.924,259.26040000009533,0,1,4
259.26040000009533,259.52190000009534,0,1,5
259.52190000009534,259.75940000009535,0,1,4
259.75940000009535,259.87319999980923,0,1,5
259.87319999980923,260.5700999999046,0,1,1
260.5700999999046,260.70759999990463,0,1,0
260.70759999990463,260.8170999999046,0,1,3
260.8170999999046,261.61969999980926,0,1,0
261.61969999980926,261.74840000009533,0,1,1
261.74840000009533,261.8708000001907,0,1,2
261.8708000001907,261.9745999999046,0,1,0
261.9745999999046,262.102,0,1,2
262.102,263.0845999999046,0,1,1
263.0845999999046,263.20219999980924,0,1,2
263.20219999980924,263.799,0,1,1
263.799,264.0408000001907,0,1,2
264.0408000001907,264.27730000019073,0,1,0
264.27730000019073,265.48719999980926,0,1,1
265.48719999980926,265.93090000009533,0,1,0
265.93090000009533,266.04680000019073,0,1,1
266.04680000019073,270.06040000009534,0,1,0
270.06040000009534,272.50949999999995,0,1,1
272.50949999999995,272.6180999999046,0,1,0
272.6180999999046,273.83369999980926,0,1,1
273.83369999980926,273.96090000009536,0,1,0
273.96090000009536,274.80840000009533,0,1,1
274.80840000009533,275.69599999999997,0,1,0
275.69599999999997,277.04680000019073,0,1,1
277.04680000019073,277.4893000001907,0,1,0
277.4893000001907,278.56419999980926,0,1,1
278.56419999980926,278.7774000000953,0,1,0
278.7774000000953,279.42090000009534,0,1,1
279.42090000009534,279.5328000001907,0,1,0
279.5328000001907,280.01619999980926,0,1,1
280.01619999980926,280.1515999999046,0,1,0
280.1515999999046,280.6551999998092,0,1,1
280.6551999998092,280.9670999999046,0,1,0
280.9670999999046,283.1385999999046,0,1,1
283.1385999999046,283.2433000001907,0,1,3
283.2433000001907,293.5990999999046,0,1,2
293.5990999999046,294.3055999999046,0,1,1
294.3055999999046,295.38740000009534,0,1,2
295.38740000009534,296.18590000009533,0,1,3
296.18590000009533,296.31169999980926,0,1,2
296.31169999980926,296.4395999999046,0,1,3
296.4395999999046,316.31219999980925,0,1,2
316.31219999980925,316.4235999999046,0,1,1
316.4235999999046,316.77440000009534,0,1,2
316.77440000009534,316.885,0,1,1
316.885,317.1243000001907,0,1,2
317.1243000001907,317.2350999999046,0,1,1
317.2350999999046,318.35549999999995,0,1,2
318.35549999999995,318.46190000009534,0,1,1
318.46190000009534,318.7880999999046,0,1,2
318.7880999999046,318.9065999999046,0,1,1
318.9065999999046,319.6678000001907,0,1,2
319.6678000001907,319.9043000001907,0,1,1
319.9043000001907,320.7945999999046,0,1,2
320.7945999999046,320.9145999999046,0,1,1
320.9145999999046,321.143,0,1,2
321.143,322.71919999980923,0,1,1
322.71919999980923,323.1088000001907,0,1,0
323.1088000001907,323.2288000001907,0,1,5
323.2288000001907,323.35069999980925,0,1,4
323.35069999980925,323.47619999980924,0,1,5
323.47619999980924,323.59549999999996,0,1,4
323.59549999999996,323.70840000009537,0,1,3
323.70840000009537,323.981,0,1,4
323.981,324.3535,0,1,5
324.3535,327.1828000001907,0,1,0
327.1828000001907,327.695,0,1,1
327.695,327.8648000001907,0,1,0
327.8648000001907,328.39640000009535,0,1,5
328.39640000009535,328.97209999990463,0,1,0
328.97209999990463,329.3140999999046,0,1,1
329.3140999999046,330.094,0,1,0
330.094,331.0145,0,1,5
331.0145,331.09999999999997,0,1,0
331.09999999999997,332.2725999999046,0,1,5
332.2725999999046,334.3900999999046,0,1,0
334.3900999999046,335.1119000000953,0,1,1
335.1119000000953,340.9173000001907,0,1,0
340.9173000001907,341.14640000009535,0,1,1
341.14640000009535,350.64899999999994,0,1,0
350.64899999999994,361.8428000001907,0,1,1
361.8428000001907,361.95390000009536,0,1,0
361.95390000009536,362.0593000001907,0,1,1
362.0593000001907,362.53590000009535,0,1,3
362.53590000009535,362.87219999980925,0,1,2
362.87219999980925,362.9805999999046,0,1,3
362.9805999999046,363.82169999980925,0,1,2
363.82169999980925,364.0809000000953,0,1,1
364.0809000000953,364.7675,0,1,2
364.7675,365.10040000009536,0,1,1
365.10040000009536,365.217,0,1,2
365.217,365.4368000001907,0,1,1
365.4368000001907,365.7883000001907,0,1,2
365.7883000001907,365.91680000019073,0,1,1
365.91680000019073,366.03499999999997,0,1,2
366.03499999999997,366.3666999998092,0,1,1
366.3666999998092,367.4155999999046,0,1,2
367.4155999999046,368.0318000001907,0,1,1
368.0318000001907,368.2535999999046,0,1,2
368.2535999999046,368.48340000009534,0,1,1
368.48340000009534,368.7054000000953,0,1,2
368.7054000000953,368.8159000000953,0,1,1
368.8159000000953,369.1521999998092,0,1,2
369.1521999998092,369.61069999980924,0,1,1
369.61069999980924,369.9593000001907,0,1,2
369.9593000001907,370.1841999998092,0,1,1
370.1841999998092,370.5299000000953,0,1,2
370.5299000000953,371.3973000001907,0,1,1
371.3973000001907,371.969,0,1,2
371.969,385.5090999999046,0,1,1
385.5090999999046,385.6189000000953,0,1,2
385.6189000000953,385.72340000009535,0,1,1
385.72340000009535,386.31469999980925,0,1,2
386.31469999980925,386.90940000009533,0,1,1
386.90940000009533,387.0163000001907,0,1,2
387.0163000001907,387.2338000001907,0,1,1
387.2338000001907,387.3385999999046,0,1,2
387.3385999999046,387.4398000001907,0,1,1
387.4398000001907,387.7414000000953,0,1,2
387.7414000000953,388.26899999999995,0,1,1
388.26899999999995,388.3680999999046,0,1,2
388.3680999999046,389.1816999998092,0,1,1
389.1816999998092,389.30819999980923,0,1,2
389.30819999980923,389.41519999980926,0,1,1
389.41519999980926,389.9123000001907,0,1,2
389.9123000001907,390.6995999999046,0,1,1
390.6995999999046,391.1019000000953,0,1,2
391.1019000000953,391.20140000009536,0,1,1
391.20140000009536,391.53499999999997,0,1,2
391.53499999999997,391.86490000009536,0,1,1
391.86490000009536,392.18590000009533,0,1,2
392.18590000009533,392.5968000001907,0,1,3
392.5968000001907,392.7070999999046,0,1,2
392.7070999999046,392.9150999999046,0,1,1
392.9150999999046,393.017,0,1,2
393.017,393.2335,0,1,0
393.2335,393.443,0,1,5
393.443,393.5550999999046,0,1,3
393.5550999999046,393.76219999980924,0,1,5
393.76219999980924,393.86540000009535,0,1,0
