Start,End,Condition,Num,Id
-0.74,15.993599999994041,0,4,0,suzuki
15.993599999994041,16.255400000005963,0,4,5,suzuki
16.255400000005963,17.9725,0,4,0,suzuki
17.9725,19.283799999997022,0,4,1,suzuki
19.283799999997022,40.931,0,4,0,suzuki
40.931,41.66320000000298,0,4,5,suzuki
41.66320000000298,41.904299999997015,0,4,0,suzuki
41.904299999997015,42.18359999999404,0,4,5,suzuki
42.18359999999404,91.30220000000298,0,4,0,suzuki
91.30220000000298,91.85690000000596,0,4,2,suzuki
91.85690000000596,183.45629999999701,0,4,0,suzuki
183.45629999999701,183.72309999999402,0,4,1,suzuki
183.72309999999402,184.36009999999402,0,4,2,suzuki
184.36009999999402,185.17640000000594,0,4,3,suzuki
185.17640000000594,185.44890000000595,0,4,2,suzuki
185.44890000000595,185.735299999997,0,4,1,suzuki
185.735299999997,302.40340000000595,0,4,0,suzuki
302.40340000000595,303.20090000000596,0,4,5,suzuki
303.20090000000596,303.51890000000594,0,4,4,suzuki
303.51890000000594,306.471799999997,0,4,5,suzuki
306.471799999997,338.858099999994,0,4,0,suzuki
338.858099999994,339.161,0,4,1,suzuki
339.161,343.146200000003,0,4,3,suzuki
343.146200000003,346.32440000000594,0,4,2,suzuki
346.32440000000594,346.56859999999403,0,4,1,suzuki
346.56859999999403,346.85090000000594,0,4,2,suzuki
346.85090000000594,352.94770000000295,0,4,1,suzuki
352.94770000000295,353.2375,0,4,0,suzuki
353.2375,354.88220000000297,0,4,1,suzuki
354.88220000000297,369.264,0,4,0,suzuki
369.264,369.71379999999704,0,4,1,suzuki
369.71379999999704,370.07890000000594,0,4,3,suzuki
370.07890000000594,370.72340000000594,0,4,0,suzuki
370.72340000000594,371.07099999999997,0,4,3,suzuki
371.07099999999997,442.921,0,4,0,suzuki
442.921,443.38009999999406,0,4,5,suzuki
