Start,End,Condition,Num,Status
-1.02,-0.3353000000715256,0,5,sideparticipant,sei
-0.3353000000715256,0.8091999999284745,0,5,addressee,sei
0.8091999999284745,4.590999999999999,0,5,sideparticipant,sei
4.590999999999999,5.939500000000001,0,5,bystander,sei
5.939500000000001,7.5771999999284745,0,5,speaker,sei
7.5771999999284745,12.766299999952317,0,5,sideparticipant,sei
12.766299999952317,13.83389999997616,0,5,speaker,sei
13.83389999997616,17.564399999976157,0,5,sideparticipant,sei
17.564399999976157,17.718099999904634,0,5,addressee,sei
17.718099999904634,26.193,0,5,sideparticipant,sei
26.193,26.866199999928476,0,5,speaker,sei
26.866199999928476,33.086499999999994,0,5,sideparticipant,sei
33.086499999999994,36.42159999990463,0,5,speaker,sei
36.42159999990463,61.3445,0,5,sideparticipant,sei
61.3445,62.52709999990463,0,5,addressee,sei
62.52709999990463,63.18139999997616,0,5,sideparticipant,sei
63.18139999997616,63.751299999952316,0,5,addressee,sei
63.751299999952316,68.99789999997616,0,5,sideparticipant,sei
68.99789999997616,70.57109999990463,0,5,speaker,sei
70.57109999990463,77.3065,0,5,sideparticipant,sei
77.3065,78.47769999992848,0,5,speaker,sei
78.47769999992848,78.62869999992847,0,5,sideparticipant,sei
78.62869999992847,79.12979999995233,0,5,addressee,sei
79.12979999995233,90.7275,0,5,sideparticipant,sei
90.7275,91.23,0,5,addressee,sei
91.23,95.52569999992848,0,5,sideparticipant,sei
95.52569999992848,95.68479999995232,0,5,addressee,sei
95.68479999995232,95.82859999990464,0,5,sideparticipant,sei
95.82859999990464,95.99319999992848,0,5,addressee,sei
95.99319999992848,98.59019999992847,0,5,sideparticipant,sei
98.59019999992847,102.25189999997616,0,5,speaker,sei
102.25189999997616,105.09039999997616,0,5,sideparticipant,sei
105.09039999997616,105.24489999997616,0,5,addressee,sei
105.24489999997616,124.41239999997616,0,5,sideparticipant,sei
124.41239999997616,125.60979999995232,0,5,speaker,sei
125.60979999995232,141.03619999992847,0,5,sideparticipant,sei
141.03619999992847,141.54459999990462,0,5,addressee,sei
141.54459999990462,142.50669999992846,0,5,sideparticipant,sei
142.50669999992846,143.8732999999523,0,5,speaker,sei
143.8732999999523,149.91919999992845,0,5,sideparticipant,sei
149.91919999992845,150.5397999999523,0,5,addressee,sei
150.5397999999523,152.6537999999523,0,5,sideparticipant,sei
152.6537999999523,153.759,0,5,speaker,sei
153.759,155.40489999997615,0,5,sideparticipant,sei
155.40489999997615,157.15039999997614,0,5,speaker,sei
157.15039999997614,162.44289999997613,0,5,sideparticipant,sei
162.44289999997613,168.57899999999998,0,5,bystander,sei
168.57899999999998,169.9022999999523,0,5,speaker,sei
169.9022999999523,195.85659999990463,0,5,sideparticipant,sei
195.85659999990463,197.58719999992846,0,5,addressee,sei
197.58719999992846,198.7505999999046,0,5,sideparticipant,sei
198.7505999999046,198.9492999999523,0,5,addressee,sei
198.9492999999523,200.2395999999046,0,5,sideparticipant,sei
200.2395999999046,201.91839999997615,0,5,speaker,sei
201.91839999997615,204.9132999999523,0,5,sideparticipant,sei
204.9132999999523,205.623,0,5,addressee,sei
205.623,206.37089999997616,0,5,sideparticipant,sei
206.37089999997616,207.86509999990463,0,5,speaker,sei
207.86509999990463,231.35269999992846,0,5,sideparticipant,sei
231.35269999992846,231.56959999990463,0,5,addressee,sei
231.56959999990463,234.09439999997616,0,5,sideparticipant,sei
234.09439999997616,235.83909999990462,0,5,speaker,sei
235.83909999990462,237.55749999999998,0,5,sideparticipant,sei
237.55749999999998,239.75789999997616,0,5,speaker,sei
239.75789999997616,249.50869999992847,0,5,sideparticipant,sei
249.50869999992847,250.423,0,5,addressee,sei
250.423,251.8687999999523,0,5,sideparticipant,sei
251.8687999999523,255.2827999999523,0,5,speaker,sei
255.2827999999523,259.6446999999285,0,5,sideparticipant,sei
259.6446999999285,259.86989999997616,0,5,addressee,sei
259.86989999997616,261.0533999999762,0,5,sideparticipant,sei
261.0533999999762,261.5866999999285,0,5,addressee,sei
261.5866999999285,280.00239999997615,0,5,sideparticipant,sei
280.00239999997615,281.5060999999047,0,5,speaker,sei
281.5060999999047,308.47679999995233,0,5,sideparticipant,sei
308.47679999995233,308.62209999990466,0,5,addressee,sei
308.62209999990466,311.5753999999762,0,5,sideparticipant,sei
311.5753999999762,314.6565,0,5,speaker,sei
314.6565,318.94079999995233,0,5,sideparticipant,sei
318.94079999995233,321.2668999999762,0,5,speaker,sei
321.2668999999762,345.12029999995235,0,5,sideparticipant,sei
345.12029999995235,345.54539999997615,0,5,addressee,sei
345.54539999997615,356.00639999997617,0,5,sideparticipant,sei
356.00639999997617,367.48059999990465,0,5,addressee,sei
367.48059999990465,367.648,0,5,speaker,sei
367.648,369.01859999990467,0,5,sideparticipant,sei
369.01859999990467,370.79059999990466,0,5,speaker,sei
370.79059999990466,373.16659999990463,0,5,sideparticipant,sei
373.16659999990463,373.6446999999285,0,5,addressee,sei
373.6446999999285,403.1685,0,5,sideparticipant,sei
403.1685,423.7986999999285,0,5,bystander,sei
423.7986999999285,425.6033999999762,0,5,speaker,sei
425.6033999999762,429.8497999999523,0,5,sideparticipant,sei
429.8497999999523,432.4303999999762,0,5,addressee,sei
432.4303999999762,443.04039999997616,0,5,sideparticipant,sei
443.04039999997616,447.4338999999762,0,5,speaker,sei
