Start,End,Condition,Num,Count,LeftHand,RightHand,Mouth,Nod,GazeSpeeker
-3.28,-1.1640999999977648,1,0,102,false,false,true,false,false,tanokashira
-1.1640999999977648,-0.5890999999977646,1,0,100.5,false,false,true,false,true,tanokashira
-0.5890999999977646,-0.5090999999977646,1,0,102,false,false,false,false,true,tanokashira
-0.5090999999977646,-0.21499999999999986,1,0,101.5,false,false,true,false,true,tanokashira
-0.21499999999999986,0.8834000000022351,1,0,101.5,false,false,true,false,false,tanokashira
0.8834000000022351,0.956,1,0,103,false,false,false,false,true,tanokashira
0.956,2.2980000000000005,1,0,101.5,false,false,true,false,true,tanokashira
2.2980000000000005,2.452300000000745,1,0,103,false,false,false,false,true,tanokashira
2.452300000000745,2.6215000000000006,1,0,101.5,false,false,true,false,true,tanokashira
2.6215000000000006,2.8867000000029805,1,0,103,false,false,false,false,true,tanokashira
2.8867000000029805,3.32520000000298,1,0,100,false,false,true,false,true,tanokashira
3.32520000000298,3.4163000000007453,1,0,101,false,false,false,false,false,tanokashira
3.4163000000007453,3.584800000000745,1,0,100.5,false,false,true,false,false,tanokashira
3.584800000000745,3.671900000002235,1,0,101.5,false,false,false,false,false,tanokashira
3.671900000002235,6.102200000002981,1,0,100,false,false,true,false,false,tanokashira
6.102200000002981,6.189300000000745,1,0,101,false,false,false,false,false,tanokashira
6.189300000000745,6.954300000000746,1,0,102,false,false,true,false,false,tanokashira
6.954300000000746,9.147400000002236,1,0,100.5,false,false,true,false,true,tanokashira
9.147400000002236,9.63710000000149,1,0,100,false,false,false,false,true,tanokashira
9.63710000000149,10.945800000000746,1,0,94.5,false,false,false,false,false,tanokashira
10.945800000000746,15.332700000002982,1,0,100,false,false,true,false,false,tanokashira
15.332700000002982,16.560300000000744,1,0,94,false,false,false,false,false,tanokashira
16.560300000000744,22.317300000000746,1,0,100,false,false,true,false,false,tanokashira
22.317300000000746,25.51360000000149,1,0,89.5,false,false,false,false,false,tanokashira
25.51360000000149,25.692999999999998,1,0,90,false,false,true,false,false,tanokashira
25.692999999999998,29.261700000002982,1,0,70,false,false,false,false,false,tanokashira
29.261700000002982,29.272800000000743,1,0,69.5,false,false,true,false,false,tanokashira
29.272800000000743,29.813400000002233,1,0,68,false,false,false,false,false,tanokashira
29.813400000002233,29.894200000002982,1,0,67.5,false,false,true,false,false,tanokashira
29.894200000002982,29.981499999999997,1,0,68,false,false,false,false,false,tanokashira
29.981499999999997,30.050700000002976,1,0,67.5,false,false,true,false,false,tanokashira
30.050700000002976,30.198200000002977,1,0,68,false,false,false,false,false,tanokashira
30.198200000002977,30.25910000000149,1,0,67.5,false,false,true,false,false,tanokashira
30.25910000000149,30.729999999999997,1,0,65.5,false,false,false,false,false,tanokashira
30.729999999999997,30.789600000001492,1,0,65,false,false,true,false,false,tanokashira
30.789600000001492,31.002499999999998,1,0,65,false,false,false,false,false,tanokashira
31.002499999999998,31.216,1,0,66.5,false,false,true,false,false,tanokashira
31.216,31.347499999999997,1,0,67.5,false,false,false,false,false,tanokashira
31.347499999999997,31.412200000002976,1,0,67,false,false,true,false,false,tanokashira
31.412200000002976,31.47660000000149,1,0,68,false,false,false,false,false,tanokashira
31.47660000000149,31.480400000002234,1,0,67.5,false,false,true,false,false,tanokashira
31.480400000002234,31.693800000000742,1,0,68,false,false,false,false,false,tanokashira
31.693800000000742,36.76240000000223,1,0,101,false,false,true,false,false,tanokashira
36.76240000000223,41.848400000002236,1,0,71.5,false,false,false,false,false,tanokashira
41.848400000002236,48.59920000000298,1,0,102,false,false,true,false,false,tanokashira
48.59920000000298,48.94270000000298,1,0,100.5,false,false,true,false,true,tanokashira
48.94270000000298,49.03630000000074,1,0,102,false,false,false,false,true,tanokashira
49.03630000000074,49.416,1,0,100.5,false,false,true,false,true,tanokashira
49.416,49.624600000001486,1,0,102,false,false,false,false,true,tanokashira
49.624600000001486,52.1615,1,0,101.5,false,false,true,false,true,tanokashira
52.1615,70.82860000000149,1,0,101,false,false,true,false,false,tanokashira
70.82860000000149,70.96990000000224,1,0,102,false,false,false,false,false,tanokashira
70.96990000000224,73.32910000000149,1,0,101,false,false,true,false,false,tanokashira
73.32910000000149,74.10090000000224,1,0,98,false,false,false,false,false,tanokashira
74.10090000000224,74.55760000000149,1,0,100,false,false,true,false,false,tanokashira
74.55760000000149,74.9401000000015,1,0,99,false,false,false,false,false,tanokashira
74.9401000000015,75.6735,1,0,102,false,false,true,false,false,tanokashira
75.6735,75.9655,1,0,100.5,false,false,true,false,true,tanokashira
75.9655,76.06840000000223,1,0,102,false,false,false,false,true,tanokashira
76.06840000000223,76.87790000000223,1,0,100.5,false,false,true,false,true,tanokashira
76.87790000000223,76.88160000000148,1,0,102,false,false,false,false,true,tanokashira
76.88160000000148,77.21170000000298,1,0,100.5,false,false,true,false,true,tanokashira
77.21170000000298,77.39040000000223,1,0,102,false,false,false,false,true,tanokashira
77.39040000000223,80.584,1,0,101.5,false,false,true,false,true,tanokashira
80.584,80.58680000000075,1,0,101,false,false,true,false,false,tanokashira
80.58680000000075,80.94780000000074,1,0,100,false,false,false,false,false,tanokashira
80.94780000000074,83.73820000000298,1,0,102,false,false,true,false,false,tanokashira
83.73820000000298,84.82490000000223,1,0,101.5,false,false,true,false,true,tanokashira
84.82490000000223,91.56620000000298,1,0,102,false,false,true,false,false,tanokashira
91.56620000000298,93.79290000000223,1,0,100.5,false,false,true,false,true,tanokashira
93.79290000000223,94.20060000000149,1,0,102,false,false,false,false,true,tanokashira
94.20060000000149,95.3215,1,0,101.5,false,false,true,false,true,tanokashira
95.3215,100.4155,1,0,101,false,false,true,false,false,tanokashira
100.4155,100.9425,1,0,99.5,false,false,false,false,false,tanokashira
100.9425,101.98730000000074,1,0,100,false,false,true,false,false,tanokashira
101.98730000000074,107.14570000000298,1,0,73,false,false,false,false,false,tanokashira
107.14570000000298,111.17890000000223,1,0,101,false,false,true,false,false,tanokashira
111.17890000000223,111.36449999999999,1,0,102,false,false,false,false,false,tanokashira
111.36449999999999,111.4455,1,0,100,false,false,true,false,false,tanokashira
111.4455,111.874,1,0,99,false,false,false,false,false,tanokashira
111.874,111.97660000000148,1,0,98.5,false,false,true,false,false,tanokashira
111.97660000000148,112.08990000000223,1,0,99.5,false,false,false,false,false,tanokashira
112.08990000000223,116.847,1,0,101,false,false,true,false,false,tanokashira
116.847,118.85340000000224,1,0,93.5,false,false,false,false,false,tanokashira
118.85340000000224,121.91480000000074,1,0,101,false,false,true,false,false,tanokashira
121.91480000000074,122.0255,1,0,102,false,false,false,false,false,tanokashira
122.0255,122.13570000000298,1,0,100,false,false,true,false,false,tanokashira
122.13570000000298,122.3901000000015,1,0,100.5,false,false,false,false,false,tanokashira
122.3901000000015,122.77680000000075,1,0,100,false,false,true,false,false,tanokashira
122.77680000000075,123.03890000000223,1,0,100.5,false,false,false,false,false,tanokashira
123.03890000000223,123.17280000000075,1,0,100,false,false,true,false,false,tanokashira
123.17280000000075,123.43830000000074,1,0,100.5,false,false,false,false,false,tanokashira
123.43830000000074,123.55930000000075,1,0,100,false,false,true,false,false,tanokashira
123.55930000000075,124.13810000000149,1,0,99.5,false,false,false,false,false,tanokashira
124.13810000000149,125.07170000000298,1,0,101,false,false,true,false,false,tanokashira
125.07170000000298,125.35440000000224,1,0,101.5,false,false,false,false,false,tanokashira
125.35440000000224,125.8156000000015,1,0,101,false,false,true,false,false,tanokashira
125.8156000000015,127.22240000000224,1,0,98,false,false,false,false,false,tanokashira
127.22240000000224,127.362,1,0,97.5,false,false,true,false,false,tanokashira
127.362,133.28580000000073,1,0,1.5,false,false,false,false,false,tanokashira
133.28580000000073,139.5295,1,0,46,false,false,true,false,false,tanokashira
139.5295,141.93,1,0,37.5,false,false,false,false,false,tanokashira
141.93,149.81540000000223,1,0,101,false,false,true,false,false,tanokashira
149.81540000000223,149.98210000000148,1,0,102,false,false,false,false,false,tanokashira
149.98210000000148,150.77940000000223,1,0,100,false,false,true,false,false,tanokashira
150.77940000000223,150.97390000000223,1,0,100.5,false,false,false,false,false,tanokashira
150.97390000000223,157.85670000000297,1,0,102,false,false,true,false,false,tanokashira
157.85670000000297,159.874200000003,1,0,101.5,false,false,true,false,true,tanokashira
159.874200000003,177.33780000000075,1,0,100,false,false,true,false,false,tanokashira
177.33780000000075,179.210700000003,1,0,93,false,false,false,false,false,tanokashira
179.210700000003,189.2066000000015,1,0,100,false,false,true,false,false,tanokashira
189.2066000000015,189.29690000000224,1,0,101,false,false,false,false,false,tanokashira
189.29690000000224,189.64330000000075,1,0,100,false,false,true,false,false,tanokashira
189.64330000000075,189.72790000000222,1,0,101,false,false,false,false,false,tanokashira
189.72790000000222,196.08830000000074,1,0,100,false,false,true,false,false,tanokashira
196.08830000000074,197.1486000000015,1,0,95,false,false,false,false,false,tanokashira
197.1486000000015,197.2275,1,0,94.5,false,false,true,false,false,tanokashira
197.2275,197.23190000000224,1,0,95.5,false,false,false,false,false,tanokashira
197.23190000000224,197.4475,1,0,96,false,false,true,false,false,tanokashira
197.4475,197.60730000000075,1,0,96,false,false,false,false,false,tanokashira
197.60730000000075,198.66170000000298,1,0,100,false,false,true,false,false,tanokashira
198.66170000000298,198.75220000000297,1,0,100.5,false,false,false,false,false,tanokashira
198.75220000000297,200.38380000000075,1,0,100,false,false,false,false,true,tanokashira
200.38380000000075,211.17590000000223,1,0,46,false,false,false,false,false,tanokashira
211.17590000000223,211.2426000000015,1,0,45.5,false,false,true,false,false,tanokashira
211.2426000000015,211.24720000000298,1,0,46.5,false,false,false,false,false,tanokashira
211.24720000000298,215.09080000000074,1,0,102,false,false,true,false,false,tanokashira
215.09080000000074,216.51570000000297,1,0,101.5,false,false,true,false,true,tanokashira
216.51570000000297,234.42720000000298,1,0,101,false,false,true,false,false,tanokashira
234.42720000000298,235.72120000000297,1,0,96.5,false,false,false,false,false,tanokashira
235.72120000000297,236.14530000000073,1,0,99,false,false,true,false,false,tanokashira
236.14530000000073,236.35480000000075,1,0,99.5,false,false,false,false,false,tanokashira
236.35480000000075,237.41670000000298,1,0,102,false,false,true,false,false,tanokashira
237.41670000000298,238.12340000000222,1,0,100.5,false,false,true,false,true,tanokashira
238.12340000000222,238.2771000000015,1,0,102,false,false,false,false,true,tanokashira
238.2771000000015,238.8266000000015,1,0,100.5,false,false,true,false,true,tanokashira
238.8266000000015,239.10320000000297,1,0,102,false,false,false,false,true,tanokashira
239.10320000000297,239.25360000000148,1,0,101.5,false,false,true,false,true,tanokashira
239.25360000000148,239.62070000000298,1,0,101,false,false,true,false,false,tanokashira
239.62070000000298,240.59860000000148,1,0,99,false,false,false,false,false,tanokashira
240.59860000000148,242.30730000000074,1,0,101,false,false,true,false,false,tanokashira
