Start,End,Condition,Num,Status
0.0,1.8737000000476838,1,4,sideparticipant
1.8737000000476838,3.6025,1,4,speaker
3.6025,12.005399999856948,1,4,sideparticipant
12.005399999856948,14.575799999952316,1,4,speaker
14.575799999952316,20.762700000047683,1,4,sideparticipant
20.762700000047683,22.246799999952316,1,4,speaker
22.246799999952316,24.61139999985695,1,4,sideparticipant
24.61139999985695,26.36709999990463,1,4,speaker
26.36709999990463,29.429700000047685,1,4,sideparticipant
29.429700000047685,30.389299999952318,1,4,speaker
30.389299999952318,39.565,1,4,sideparticipant
39.565,41.13220000004768,1,4,speaker
41.13220000004768,52.85539999985695,1,4,sideparticipant
52.85539999985695,53.05909999990463,1,4,addressee
53.05909999990463,53.252299999952314,1,4,sideparticipant
53.252299999952314,55.1995,1,4,speaker
55.1995,58.382299999952316,1,4,sideparticipant
58.382299999952316,60.565700000047684,1,4,speaker
60.565700000047684,63.74970000004768,1,4,sideparticipant
63.74970000004768,63.9425,1,4,addressee
63.9425,69.6165,1,4,sideparticipant
69.6165,71.85929999995231,1,4,speaker
71.85929999995231,81.9415,1,4,sideparticipant
81.9415,82.79529999995232,1,4,speaker
82.79529999995232,100.55439999985695,1,4,sideparticipant
100.55439999985695,102.09620000004769,1,4,speaker
102.09620000004769,110.24629999995231,1,4,sideparticipant
110.24629999995231,112.45409999990463,1,4,speaker
112.45409999990463,117.92859999990463,1,4,sideparticipant
117.92859999990463,123.44889999985695,1,4,speaker
123.44889999985695,132.97809999990463,1,4,sideparticipant
132.97809999990463,135.488,1,4,speaker
135.488,142.89459999990464,1,4,sideparticipant
142.89459999990464,144.16689999985695,1,4,addressee
144.16689999985695,151.40339999985696,1,4,sideparticipant
151.40339999985696,153.4985,1,4,speaker
153.4985,163.9197000000477,1,4,sideparticipant
163.9197000000477,166.638,1,4,speaker
166.638,194.36420000004767,1,4,sideparticipant
194.36420000004767,198.1267000000477,1,4,speaker
198.1267000000477,202.5702999999523,1,4,sideparticipant
202.5702999999523,204.58079999995232,1,4,speaker
204.58079999995232,228.97039999985694,1,4,sideparticipant
228.97039999985694,230.77709999990464,1,4,speaker
230.77709999990464,238.2925,1,4,sideparticipant
238.2925,241.37129999995233,1,4,speaker
241.37129999995233,246.03809999990463,1,4,sideparticipant
246.03809999990463,246.92039999985695,1,4,speaker
246.92039999985695,249.794,1,4,sideparticipant
249.794,251.30359999990463,1,4,speaker
251.30359999990463,269.0115,1,4,sideparticipant
269.0115,270.79470000004767,1,4,speaker
270.79470000004767,291.36739999985696,1,4,sideparticipant
291.36739999985696,295.42559999990465,1,4,speaker
295.42559999990465,301.38889999985696,1,4,sideparticipant
301.38889999985696,303.99939999985696,1,4,speaker
303.99939999985696,321.8007999999523,1,4,sideparticipant
321.8007999999523,325.6662000000477,1,4,speaker
325.6662000000477,345.0792000000477,1,4,sideparticipant
345.0792000000477,347.08189999985694,1,4,speaker
347.08189999985694,447.56539999985694,1,4,sideparticipant
