Start,End,Condition,Num,Count,LeftHand,RightHand,Mouth,Nod,GazeSpeeker
0.0,0.33789999985694885,1,4,102,false,false,true,false,false
0.33789999985694885,2.2852999999523163,1,4,100,false,false,true,false,true
2.2852999999523163,2.4658999998569486,1,4,101.5,false,false,false,false,false
2.4658999998569486,3.4165,1,4,100,false,false,true,false,false
3.4165,4.33,1,4,100,false,false,false,false,false
4.33,5.644299999952317,1,4,103,false,false,true,false,false
5.644299999952317,8.686,1,4,101.5,false,false,true,false,true
8.686,14.753099999904633,1,4,101,false,false,true,false,false
14.753099999904633,15.013399999856949,1,4,101.5,false,false,false,false,false
15.013399999856949,23.127399999856948,1,4,101,false,false,true,false,false
23.127399999856948,23.748799999952315,1,4,101.5,false,false,false,false,false
23.748799999952315,32.45079999995232,1,4,100,false,false,true,false,false
32.45079999995232,32.89109999990463,1,4,101,false,false,false,false,false
32.89109999990463,33.73729999995231,1,4,101.5,false,false,true,false,true
33.73729999995231,46.9485,1,4,101,false,false,true,false,false
46.9485,48.30620000004768,1,4,99.5,false,false,false,false,false
48.30620000004768,48.83379999995232,1,4,101,false,false,false,false,true
48.83379999995232,51.37229999995232,1,4,101.5,false,false,true,false,true
51.37229999995232,59.71889999985695,1,4,100,false,false,true,false,false
59.71889999985695,61.31070000004768,1,4,100,false,false,false,false,false
61.31070000004768,75.89229999995231,1,4,102,false,false,true,false,false
75.89229999995231,81.94139999985696,1,4,101.5,false,false,true,false,true
81.94139999985696,87.11009999990463,1,4,101,false,false,true,false,false
87.11009999990463,87.94339999985695,1,4,100,false,false,false,false,false
87.94339999985695,88.1565,1,4,101.5,false,false,false,false,true
88.1565,88.40520000004769,1,4,102.5,false,false,true,false,true
88.40520000004769,92.54820000004769,1,4,102,false,false,true,false,false
92.54820000004769,94.28739999985694,1,4,101.5,false,false,true,false,true
94.28739999985694,103.1485,1,4,100,false,false,true,false,false
103.1485,104.04720000004768,1,4,100,false,false,false,false,false
104.04720000004768,109.68979999995231,1,4,101,false,false,true,false,false
109.68979999995231,109.87220000004768,1,4,102,false,false,false,false,false
109.87220000004768,128.95520000004768,1,4,100,false,false,true,false,false
128.95520000004768,130.0452999999523,1,4,99.5,false,false,false,false,false
130.0452999999523,132.97789999985696,1,4,100,false,false,true,false,false
132.97789999985696,133.17139999985696,1,4,101.5,false,false,false,false,false
133.17139999985696,133.221,1,4,100,false,false,true,false,false
133.221,133.57459999990462,1,4,101.5,false,false,false,false,false
133.57459999990462,135.183,1,4,116.5,false,false,true,false,false
135.183,135.488,1,4,101.5,false,false,true,true,false
135.488,152.42839999985694,1,4,100,false,false,true,false,false
152.42839999985694,153.2852000000477,1,4,101.5,false,false,false,false,false
153.2852000000477,156.6027999999523,1,4,102,false,false,true,false,false
156.6027999999523,159.27020000004768,1,4,101.5,false,false,true,false,true
159.27020000004768,161.25409999990464,1,4,100,false,false,true,false,false
161.25409999990464,163.7575,1,4,97.5,false,false,false,false,false
163.7575,166.638,1,4,100,false,false,true,false,false
166.638,175.62179999995232,1,4,81,false,false,false,false,false
175.62179999995232,201.60289999985696,1,4,100,false,false,true,false,false
201.60289999985696,201.773,1,4,101,false,false,false,false,false
201.773,203.50409999990464,1,4,100,false,false,true,false,false
203.50409999990464,208.16220000004768,1,4,97,false,false,false,false,false
208.16220000004768,209.93429999995232,1,4,102,false,false,true,false,false
209.93429999995232,210.27509999990463,1,4,101.5,false,false,true,false,true
210.27509999990463,211.48679999995232,1,4,100,false,false,true,false,false
211.48679999995232,214.29729999995232,1,4,94.5,false,false,false,false,false
214.29729999995232,214.92159999990463,1,4,96,false,false,false,false,true
214.92159999990463,215.92459999990464,1,4,100,false,false,true,false,true
215.92459999990464,217.24739999985695,1,4,100,false,false,true,false,false
217.24739999985695,228.26859999990464,1,4,80,false,false,false,false,false
228.26859999990464,233.66720000004767,1,4,102,false,false,true,false,false
233.66720000004767,234.26,1,4,101.5,false,false,true,false,true
234.26,236.73839999985694,1,4,103,false,false,true,false,false
236.73839999985694,237.78479999995233,1,4,101.5,false,false,true,false,true
237.78479999995233,238.03029999995232,1,4,103,false,false,true,false,false
238.03029999995232,238.29220000004767,1,4,101.5,false,false,true,false,true
238.29220000004767,244.33259999990463,1,4,101,false,false,true,false,false
244.33259999990463,246.10489999985694,1,4,101.5,false,false,false,false,false
246.10489999985694,255.377,1,4,101,false,false,true,false,false
255.377,268.4807000000477,1,4,83,false,false,false,false,false
268.4807000000477,272.61309999990465,1,4,101,false,false,true,false,false
272.61309999990465,273.9952999999523,1,4,101,false,false,false,false,false
273.9952999999523,298.46229999995234,1,4,103,false,false,true,false,false
298.46229999995234,301.3887999999523,1,4,101.5,false,false,true,false,true
