Start,End,Condition,Num,Status
-0.619,-0.17940000009536744,0,1,speaker
-0.17940000009536744,19.215699999809264,0,1,sideparticipant
19.215699999809264,20.742199999809266,0,1,addressee
20.742199999809266,49.4345,0,1,sideparticipant
49.4345,60.694,0,1,bystander
60.694,96.77569999980926,0,1,sideparticipant
96.77569999980926,97.86569999980927,0,1,speaker
97.86569999980927,116.76409999990463,0,1,sideparticipant
116.76409999990463,127.11380000019074,0,1,bystander
127.11380000019074,136.49780000019072,0,1,sideparticipant
136.49780000019072,136.74480000019074,0,1,bystander
136.74480000019074,137.00240000009538,0,1,sideparticipant
137.00240000009538,138.95090000009537,0,1,bystander
138.95090000009537,140.98509999990463,0,1,sideparticipant
140.98509999990463,143.03019999980927,0,1,speaker
143.03019999980927,167.50940000009535,0,1,sideparticipant
167.50940000009535,197.03369999980927,0,1,bystander
197.03369999980927,198.01619999980926,0,1,speaker
198.01619999980926,210.358,0,1,bystander
210.358,210.49819999980926,0,1,sideparticipant
210.49819999980926,212.812,0,1,bystander
212.812,216.5835,0,1,sideparticipant
216.5835,217.37419999980926,0,1,speaker
217.37419999980926,222.1085,0,1,sideparticipant
222.1085,223.73940000009537,0,1,speaker
223.73940000009537,234.32219999980927,0,1,sideparticipant
234.32219999980927,235.0615,0,1,speaker
235.0615,236.30019999980925,0,1,sideparticipant
236.30019999980925,236.53730000019073,0,1,addressee
236.53730000019073,239.40680000019074,0,1,sideparticipant
239.40680000019074,239.53940000009536,0,1,addressee
239.53940000009536,258.29409999990463,0,1,sideparticipant
258.29409999990463,259.65480000019073,0,1,speaker
259.65480000019073,288.0490999999046,0,1,sideparticipant
288.0490999999046,296.8033000001907,0,1,bystander
296.8033000001907,320.34599999999995,0,1,sideparticipant
320.34599999999995,321.0441999998092,0,1,bystander
321.0441999998092,348.2375999999046,0,1,sideparticipant
348.2375999999046,362.53590000009535,0,1,bystander
362.53590000009535,363.6998000001907,0,1,speaker
363.6998000001907,409.1135999999046,0,1,sideparticipant
409.1135999999046,413.83690000009534,0,1,speaker
413.83690000009534,414.99840000009533,0,1,sideparticipant
414.99840000009533,416.3550999999046,0,1,speaker
416.3550999999046,417.5416999998092,0,1,sideparticipant
417.5416999998092,418.7135999999046,0,1,speaker
418.7135999999046,451.8661999998092,0,1,sideparticipant
451.8661999998092,453.1580999999046,0,1,addressee
