"Start","End","Condition","Num","Count","LeftHand","RightHand","Mouth","Nod","GazeSpeeker"
"0","0.009399999976158141","1","0","9","false","false","false","false","false"
"0.009399999976158141","3.3111999999284745","1","0","35.5","false","false","true","false","false"
"3.3111999999284745","3.403399999976158","1","0","36.5","false","false","false","false","false"
"3.403399999976158","3.8377999999523165","1","0","37","false","false","true","false","false"
"3.8377999999523165","4.824399999976158","1","0","101.5","false","false","true","false","true"
"4.824399999976158","4.9456999999284745","1","0","101","false","false","true","false","false"
"4.9456999999284745","6.476","1","0","96.5","false","false","false","false","false"
"6.476","7.496799999952317","1","0","100","false","false","true","false","false"
"7.496799999952317","7.5865","1","0","101","false","false","false","false","false"
"7.5865","9.090799999952317","1","0","102","false","false","true","false","false"
"9.090799999952317","10.004599999904633","1","0","101.5","false","false","true","false","true"
"10.004599999904633","10.444299999952316","1","0","100","false","false","true","false","false"
"10.444299999952316","10.746799999952316","1","0","99.5","false","false","false","false","false"
"10.746799999952316","14.481899999976157","1","0","102","false","false","true","false","false"
"14.481899999976157","16.700199999928476","1","0","101.5","false","false","true","false","true"
"16.700199999928476","19.167299999952316","1","0","101","false","false","true","false","false"
"19.167299999952316","19.26489999997616","1","0","102","false","false","false","false","false"
"19.26489999997616","22.763299999952316","1","0","103","false","false","true","false","false"
"22.763299999952316","24.308299999952315","1","0","101.5","false","false","true","false","true"
"24.308299999952315","24.99359999990463","1","0","102","false","false","true","false","false"
"24.99359999990463","25.6765","1","0","100.5","false","false","true","false","true"
"25.6765","26.213699999928476","1","0","102","false","false","false","false","true"
"26.213699999928476","27.941699999928474","1","0","101.5","false","false","true","false","true"
"27.941699999928474","28.663799999952317","1","0","100","false","false","true","false","false"
"28.663799999952317","29.30759999990463","1","0","99","false","false","false","false","false"
"29.30759999990463","29.422599999904634","1","0","98.5","false","false","true","false","false"
"29.422599999904634","33.609099999904636","1","0","81","false","false","false","false","false"
"33.609099999904636","33.70239999997616","1","0","80.5","false","false","true","false","false"
"33.70239999997616","35.797299999952315","1","0","73.5","false","false","false","false","false"
"35.797299999952315","36.48679999995232","1","0","77","false","false","true","false","false"
"36.48679999995232","36.491","1","0","78","false","false","false","false","false"
"36.491","36.72969999992848","1","0","77.5","false","false","true","false","false"
"36.72969999992848","37.040899999976155","1","0","78","false","false","false","false","false"
"37.040899999976155","37.67209999990463","1","0","78.5","false","false","true","false","false"
"37.67209999990463","39.90289999997616","1","0","101.5","false","false","true","false","true"
"39.90289999997616","45.482099999904634","1","0","101","false","false","true","false","false"
"45.482099999904634","47.812199999928474","1","0","92.5","false","false","false","false","false"
"47.812199999928474","47.81689999997616","1","0","92","false","false","true","false","false"
"47.81689999997616","56.64029999995232","1","0","56","false","false","false","false","false"
"56.64029999995232","57.190599999904634","1","0","59.5","false","false","true","false","false"
"57.190599999904634","60.474699999928475","1","0","46","false","false","false","false","false"
"60.474699999928475","60.569","1","0","45.5","false","false","false","false","true"
"60.569","60.965699999928475","1","0","45","false","false","false","false","false"
"60.965699999928475","61.55039999997616","1","0","48.5","false","false","true","false","false"
"61.55039999997616","62.63289999997616","1","0","45","false","false","false","false","false"
"62.63289999997616","63.81469999992847","1","0","52.5","false","false","true","false","false"
"63.81469999992847","75.28439999997616","1","0","4.5","false","false","false","false","false"
"75.28439999997616","75.52219999992847","1","0","4","false","false","true","false","false"
"75.52219999992847","75.52679999995232","1","0","5","false","false","false","false","false"
"75.52679999995232","75.89239999997616","1","0","5.5","false","false","true","false","false"
"75.89239999997616","76.00339999997615","1","0","101.5","false","false","false","false","false"
"76.00339999997615","76.11419999992847","1","0","100","false","false","true","false","false"
"76.11419999992847","76.24829999995232","1","0","101.5","false","false","false","false","false"
"76.24829999995232","76.461","1","0","102","false","false","true","false","false"
"76.461","76.89429999995231","1","0","100.5","false","false","true","false","true"
"76.89429999995231","77.86669999992847","1","0","100","false","false","false","false","true"
"77.86669999992847","81.7475","1","0","86","false","false","false","false","false"
"81.7475","83.6775","1","0","100","false","false","true","false","false"
"83.6775","92.16069999992847","1","0","64.5","false","false","false","false","false"
"92.16069999992847","92.16519999992848","1","0","64","false","false","true","false","false"
"92.16519999992848","98.6745","1","0","41.5","false","false","false","false","false"
"98.6745","99.03779999995231","1","0","43","false","false","true","false","false"
"99.03779999995231","99.14959999990464","1","0","43.5","false","false","false","false","false"
"99.14959999990464","101.71689999997616","1","0","62","false","false","true","false","false"
"101.71689999997616","106.61679999995232","1","0","43.5","false","false","false","false","false"
"106.61679999995232","106.98689999997616","1","0","45","false","false","true","false","false"
"106.98689999997616","106.99169999992847","1","0","46","false","false","false","false","false"
"106.99169999992847","107.72009999990463","1","0","100","false","false","true","false","false"
"107.72009999990463","107.854","1","0","100.5","false","false","false","false","false"
"107.854","108.26869999992847","1","0","102","false","false","false","false","true"
"108.26869999992847","109.33879999995231","1","0","101.5","false","false","true","false","true"
"109.33879999995231","109.43589999997616","1","0","101","false","false","true","false","false"
"109.43589999997616","109.55819999992848","1","0","102","false","false","false","false","false"
"109.55819999992848","110.17009999990464","1","0","102","false","false","true","false","false"
"110.17009999990464","112.05819999992848","1","0","101.5","false","false","true","false","true"
"112.05819999992848","112.99009999990463","1","0","100","false","false","true","false","false"
"112.99009999990463","113.86429999995232","1","0","98","false","false","false","false","false"
"113.86429999995232","113.988","1","0","97.5","false","false","true","false","false"
"113.988","122.526","1","0","64","false","false","false","false","false"
"122.526","122.64479999995231","1","0","63.5","false","false","true","false","false"
"122.64479999995231","125.48509999990463","1","0","54.5","false","false","false","false","false"
